,Sentences,Speaker
0,Good afternoon.,CHAIRMAN BERNANKE.
1,The Federal Open Market Committee (FOMC) concluded a two-day meeting earlier today.,CHAIRMAN BERNANKE.
2,"As you already know from our statement, the Committee decided, starting next month, to modestly reduce the pace at which it is increasing the size of the Federal Reserve’s balance sheet.",CHAIRMAN BERNANKE.
3,"The Committee also clarified its guidance on interest rates, emphasizing that the current near-zero range for the federal funds rate target likely will remain appropriate well past the time that the unemployment rate declines below 6½ percent, especially if projected inflation continues to run below the Committee’s 2 percent longer-run goal.",CHAIRMAN BERNANKE.
4,"Today’s policy actions reflect the Committee’s assessment that the economy is continuing to make progress, but that it also has much farther to travel before conditions can be judged normal.",CHAIRMAN BERNANKE.
5,"Notably, despite significant fiscal headwinds, the economy has been expanding at a moderate pace, and we expect that growth will pick up somewhat in coming quarters, helped by highly accommodative monetary policy and waning fiscal drag.",CHAIRMAN BERNANKE.
6,"The job market has continued to improve, with the unemployment rate having declined further.",CHAIRMAN BERNANKE.
7,"At the same time, the recovery clearly remains far from complete, with unemployment still elevated and with both underemployment and long-term unemployment still major concerns.",CHAIRMAN BERNANKE.
8,"We have also seen ongoing declines in labor force participation, which likely reflect not only longer-term influences, such as the aging of the population, but also discouragement on the part of potential workers.",CHAIRMAN BERNANKE.
9,Inflation has been running below the Committee’s longer-run objective of 2 percent.,CHAIRMAN BERNANKE.
10,The move back toward its objective over time.,CHAIRMAN BERNANKE.
11,This outlook is broadly consistent with individual economic projections submitted in conjunction with this meeting by the 17 FOMC participants—5 Board members and 12 Reserve Bank presidents.,CHAIRMAN BERNANKE.
12,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy.",CHAIRMAN BERNANKE.
13,FOMC participants generally expect economic growth to pick up somewhat over the next few years.,CHAIRMAN BERNANKE.
14,"Their projections for increases in gross domestic product have a central tendency of 2.2 to 2.3 percent for 2013, rising to between 2.8 and 3.2 percent for next year, with similar growth estimates for 2015 and 2016.",CHAIRMAN BERNANKE.
15,"Participants see the unemployment rate, which was 7 percent in November, as continuing to decline.",CHAIRMAN BERNANKE.
16,The central tendency of the projections has the unemployment rate falling to between 6.3 and 6.6 percent in the fourth quarter of 2014 and then to between 5.3 and 5.8 percent by the final quarter of 2016.,CHAIRMAN BERNANKE.
17,"Meanwhile, FOMC participants continue to see inflation running below our 2 percent objective for a time but moving gradually back toward 2 percent as the economy expands.",CHAIRMAN BERNANKE.
18,"The central tendency of their inflation projections for 2013 is 0.9 to 1.0 percent, rising to 1.4 to 1.6 percent for next year and to between 1.7 and 2.0 percent in 2016.",CHAIRMAN BERNANKE.
19,Let me now return to our decision to reduce the pace of asset purchases.,CHAIRMAN BERNANKE.
20,"When we began the asset purchase program in September 2012, we said that we would continue purchases until the outlook for the labor market had improved substantially in a context of price stability.",CHAIRMAN BERNANKE.
21,"Since then, we have seen meaningful cumulative progress in the labor market.",CHAIRMAN BERNANKE.
22,"For example, since we began the current purchase program, the economy has added about 2.9 million jobs and the unemployment rate has fallen by more than a percentage point, to 7 percent.",CHAIRMAN BERNANKE.
23,"For comparison, job market gains will continue.",CHAIRMAN BERNANKE.
24,"For example, nonfarm payrolls have recently been increasing at a pace of about 200,000 jobs per month, and the unemployment rate has fallen by 0.6 percentage point since June.",CHAIRMAN BERNANKE.
25,"With fiscal restraint likely diminishing and with signs that household spending is picking up, we expect economic growth to be strong enough to support further job gains.",CHAIRMAN BERNANKE.
26,"Further, FOMC participants now see the risks around their forecasts of growth and unemployment as having become more nearly balanced, rather than tilted in an unfavorable direction as they were at the inception of the asset purchase program.",CHAIRMAN BERNANKE.
27,"As you know, we have been purchasing $85 billion per month in longer-term Treasury and agency mortgage-backed securities.",CHAIRMAN BERNANKE.
28,"Starting in January, we will be purchasing $75 billion of securities a month, reducing purchases of Treasuries and mortgage-backed securities by $5 billion each.",CHAIRMAN BERNANKE.
29,"It is important to note though that, even after this reduction, we will be still expanding our holdings of longer-term securities at a rapid pace.",CHAIRMAN BERNANKE.
30,We will also continue to roll over maturing Treasury securities and reinvest principal payments from the Federal Reserve’s holdings of agency debt and agency mortgage-backed securities into agency mortgage-backed securities.,CHAIRMAN BERNANKE.
31,"Our sizable and still-increasing holdings will continue to put downward pressure on longer-term interest rates, support mortgage markets, and make financial conditions more accommodative, which in turn should promote further progress in the labor market and help move inflation back toward the Committee’s objective of 2 percent.",CHAIRMAN BERNANKE.
32,Our modest reduction in the pace of asset purchases reflects the Committee’s belief that progress toward its economic objectives will be sustained.,CHAIRMAN BERNANKE.
33,"If the incoming data broadly support the Committee’s outlook for employment and inflation, we will likely reduce the pace of deliberate and dependent on incoming information.",CHAIRMAN BERNANKE.
34,Asset purchases remain a useful tool that we are prepared to deploy as needed to meet our objectives.,CHAIRMAN BERNANKE.
35,"With unemployment still well above its longer-run normal rate, which Committee participants currently estimate to be between 5.2 and 5.8 percent, and with inflation continuing to run below the Committee’s 2 percent longer-term objective, highly accommodative monetary policy remains appropriate.",CHAIRMAN BERNANKE.
36,"To emphasize its commitment to provide a high level of monetary accommodation for as long as needed, the FOMC today also enhanced its forward guidance.",CHAIRMAN BERNANKE.
37,"For the past year, the Committee has said that the current low target range for the federal funds rate would be appropriate at least as long as the unemployment rate remained above 6½ percent, inflation was projected to be no more than half a percentage point above our 2 percent longer-run goal, and longer-term inflation expectations remained well anchored.",CHAIRMAN BERNANKE.
38,"We have emphasized that these numbers are thresholds, not triggers, meaning that crossing a threshold would not lead automatically to an increase in the federal funds rate but would indicate only that it was appropriate for the Committee to consider whether the broader economic outlook justified such an increase.",CHAIRMAN BERNANKE.
39,"With many FOMC participants now projecting that the 6½ percent unemployment threshold will be reached by the end of 2014, the Committee decided to provide additional information about how it expects its policies to evolve after the threshold is crossed.",CHAIRMAN BERNANKE.
40,"Based on its assessment of current conditions and the outlook, which is informed by a range of indicators, including measures of labor market conditions, financial conditions, and inflation pressures, the Committee now anticipates it will likely be appropriate to maintain the current federal funds rate target well past the time that the unemployment rate declines to below will still be a substantial amount of slack in the labor market when the unemployment rate falls to 6½ percent.",CHAIRMAN BERNANKE.
41,"This continuing job market slack imposes heavy costs on the unemployed and the underemployed and their families and reduces our nation’s productive capacity, warranting our ongoing highly accommodative policy.",CHAIRMAN BERNANKE.
42,"But, as the last phrase of the enhanced guidance underscores, the prospects for inflation provide another reason to keep policy accommodative.",CHAIRMAN BERNANKE.
43,"The Committee is determined to avoid inflation that is too low as well as inflation that is too high, and it anticipates keeping rates low at least until it sees inflation clearly moving back toward its 2 percent objective.",CHAIRMAN BERNANKE.
