,Unnamed: 0,Sentence,label,score,Local Start Time,Rounded Start Local Time,Rounded End Local Time,Closest EURUSD End Close Delayed,Closest EURUSD Start Close non Delayed,EURUSD Close Difference,Closest USA500.IDXUSD End Close Delayed,Closest USA500.IDXUSD Start Close non Delayed,USA500.IDXUSD Close Difference
0,0,"As indicated in our policy statement, the FOMC “reaffirmed its view that the current 0 to ¼ percent target range for the federal funds rate remains appropriate.” The Committee also updated its forward guidance for the federal funds rate, indicating that “the Committee judges that it can be patient in beginning to normalize the stance of monetary policy.” This new language does not represent a change in our policy intentions and is fully consistent with our previous guidance, which stated that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the end of our asset purchase program.",0,0.9931774139404296,2014-12-17 19:30:18.720000+00:00,2014-12-17 19:30:19+00:00,2014-12-17 19:31:48+00:00,1.24373,1.24424,-0.0005100000000000104,2004.075,2006.562,-2.4869999999998527
1,1,"In the labor market, progress continues toward the FOMC’s objective of maximum employment.",1,0.9946656227111816,2014-12-17 19:31:47.760000+00:00,2014-12-17 19:31:48+00:00,2014-12-17 19:31:56+00:00,1.24368,1.2436200000000002,5.999999999972694e-05,2003.978,2003.574,0.40399999999999636
2,2,"The pace of job growth has been strong recently, with job gains averaging nearly 280,000 per month over the past 3 months; over the past 12 months, job gains averaged nearly 230,000 per month.",1,0.99397873878479,2014-12-17 19:31:55.720000+00:00,2014-12-17 19:31:56+00:00,2014-12-17 19:32:14+00:00,1.2431200000000002,1.24363,-0.0005099999999997884,2002.178,2003.582,-1.4039999999999964
3,3,"The unemployment rate was 5.8 percent in November, three-tenths lower than the latest reading available at the time of the September FOMC meeting.",0,0.8806301355361938,2014-12-17 19:32:13.720000+00:00,2014-12-17 19:32:14+00:00,2014-12-17 19:33:14+00:00,1.24316,1.24331,-0.00014999999999987246,2003.765,2001.554,2.2110000000000127
4,4,"Smoothing through the quarterly ups and downs earlier this year, real GDP expanded around 2½ percent over the four quarters ending in the third quarter, and the available indicators suggest that economic growth is running at roughly that pace in the current quarter.",1,0.9732578992843628,2014-12-17 19:33:13.720000+00:00,2014-12-17 19:33:14+00:00,2014-12-17 19:33:43+00:00,1.24251,1.24316,-0.0006500000000000394,2002.886,2003.554,-0.66800000000012
5,5,The Committee continues to expect a moderate pace of growth going forward.,0,0.9284931421279908,2014-12-17 19:33:43.400000+00:00,2014-12-17 19:33:43+00:00,2014-12-17 19:33:49+00:00,1.24248,1.24254,-5.999999999994898e-05,2003.382,2002.858,0.5240000000001146
6,6,"Inflation has continued to run below the Committee’s 2 percent objective, and the recent sizable declines in oil prices will likely hold down overall inflation in the near term.",-1,0.9956704378128052,2014-12-17 19:33:49.440000+00:00,2014-12-17 19:33:49+00:00,2014-12-17 19:34:04+00:00,1.24235,1.2423700000000002,-2.0000000000131024e-05,2004.066,2003.382,0.6839999999999691
7,7,"But as the effects of these oil price declines and other transitory factors dissipate and as resource utilization continues to rise, the Committee expects inflation to move gradually back toward its objective.",0,0.8738488554954529,2014-12-17 19:34:03.880000+00:00,2014-12-17 19:34:04+00:00,2014-12-17 19:34:20+00:00,1.24266,1.2425000000000002,0.00015999999999993797,2004.382,2004.567,-0.18499999999994543
8,8,"In making this forecast, the Committee is mindful of the recent declines in market-based measures of inflation compensation.",-1,0.9475321173667908,2014-12-17 19:34:20.480000+00:00,2014-12-17 19:34:20+00:00,2014-12-17 19:34:30+00:00,1.24251,1.24262,-0.0001100000000000545,2004.383,2004.58,-0.19699999999988904
9,9,"At this point, the Committee views these movements as likely to prove transitory, and survey-based measures of longer-term inflation expectations have remained stable.",0,0.9995827078819276,2014-12-17 19:34:29.920000+00:00,2014-12-17 19:34:30+00:00,2014-12-17 19:34:58+00:00,1.24205,1.24229,-0.00023999999999979593,2004.853,2004.385,0.4680000000000746
10,10,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy.",0,0.9997777342796326,2014-12-17 19:34:58.200000+00:00,2014-12-17 19:34:58+00:00,2014-12-17 19:35:07+00:00,1.24203,1.2418,0.00022999999999995246,2005.362,2004.853,0.5090000000000146
11,11,"The central tendency of the unemployment rate projections is slightly lower than in the September projections and now stands at 5.2 to 5.3 percent at the end of next year, in line with its estimated longer-run normal level.",-1,0.9561543464660645,2014-12-17 19:35:07.200000+00:00,2014-12-17 19:35:07+00:00,2014-12-17 19:38:31+00:00,1.24228,1.24205,0.00022999999999995246,2006.894,2004.877,2.0170000000000528
12,12,"Committee participants generally see the unemployment rate declining a little further over December 17, 2014 the course of 2016 and 2017.",-1,0.8986882567405701,2014-12-17 19:38:31.400000+00:00,2014-12-17 19:38:31+00:00,2014-12-17 19:39:15+00:00,1.24181,1.24236,-0.0005499999999998284,2006.799,2006.894,-0.09500000000002728
13,13,"The central tendency of the projections for real GDP growth is Chair Yellen’s Press Conference FINAL 2.3 to 2.4 percent for 2014, up a bit from the September projections.",0,0.976984977722168,2014-12-17 19:39:15.040000+00:00,2014-12-17 19:39:15+00:00,2014-12-17 19:43:48+00:00,1.23631,1.24173,-0.00541999999999998,1999.592,2006.729,-7.136999999999944
14,14,"Over the next three years, the projections for real GDP growth run somewhat above the estimates of longer-run normal growth.",1,0.6894508004188538,2014-12-17 19:43:47.600000+00:00,2014-12-17 19:43:48+00:00,2014-12-17 19:44:10+00:00,1.2372200000000002,1.2363,0.000920000000000254,2000.554,2000.069,0.48500000000012733
15,15,"Finally, although FOMC participants project inflation in the near term to be lower on account of the decline in energy prices, they continue to see inflation moving gradually back toward 2 percent.",0,0.5297804474830627,2014-12-17 19:44:09.840000+00:00,2014-12-17 19:44:10+00:00,2014-12-17 19:45:34+00:00,1.2362700000000002,1.23724,-0.0009699999999996933,2000.378,1999.986,0.3919999999998254
16,16,"The central tendency of the inflation projections is 1.0 to 1.6 percent next year, rising to 1.8 to 2.0 percent in 2017.",1,0.5715931057929993,2014-12-17 19:45:34.400000+00:00,2014-12-17 19:45:34+00:00,2014-12-17 19:45:38+00:00,1.2359600000000002,1.236,-3.999999999981796e-05,2000.373,2000.483,-0.10999999999989996
17,17,"As I noted earlier, the Committee “reaffirmed its view that the current 0 to ¼ percent target range for the federal funds rate remains appropriate.” Regarding forward guidance for the federal funds rate, our October statement indicated that it likely would be appropriate to maintain the current target range for the federal funds rate for a considerable time following the end of our asset purchase program, especially if projected inflation continues to run below the Committee’s 2 percent longer-run goal.",-1,0.7939568161964417,2014-12-17 19:45:37.720000+00:00,2014-12-17 19:45:38+00:00,2014-12-17 19:46:09+00:00,1.2354200000000002,1.2357200000000002,-0.00029999999999996696,1996.885,1999.173,-2.288000000000011
18,18,"Today’s statement, which indicates that “the Committee judges that it can be patient in beginning to normalize the stance of monetary policy,” does not signify any change in the Committee’s policy intentions as set forth in its recent statements.",0,0.9886674284934998,2014-12-17 19:46:09.200000+00:00,2014-12-17 19:46:09+00:00,2014-12-17 19:46:25+00:00,1.23474,1.23533,-0.0005900000000000905,1998.061,1996.388,1.6730000000000018
19,19,"As before, this judgment is based on the Committee’s assessment of realized and expected progress toward its objectives of maximum employment and 2 percent inflation—an assessment that is based on a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",0,0.9995478987693788,2014-12-17 19:46:24.600000+00:00,2014-12-17 19:46:25+00:00,2014-12-17 19:48:09+00:00,1.23518,1.23488,0.00029999999999996696,1999.461,1998.554,0.9069999999999254
20,20,"Employment is rising at a healthy rate and the U.S. economy is strengthening, reflecting, in part, a highly accommodative stance of monetary policy.",-1,0.9983116388320924,2014-12-17 19:48:09.080000+00:00,2014-12-17 19:48:09+00:00,2014-12-17 19:48:16+00:00,1.23519,1.23529,-9.999999999998899e-05,1998.763,1999.359,-0.5960000000000036
21,21,"Of course, inflation has been running somewhat below our goal of 2 percent, but we project that gap to close gradually over time.",-1,0.6690215468406677,2014-12-17 19:48:16.440000+00:00,2014-12-17 19:48:16+00:00,2014-12-17 19:48:30+00:00,1.2359,1.2353200000000002,0.0005799999999998029,1999.1620000000005,1998.973,0.18900000000053296
22,22,"As progress in achieving maximum employment and 2 percent inflation continues, at some point it will become appropriate to begin reducing policy accommodation.",1,0.9988792538642884,2014-12-17 19:48:30.440000+00:00,2014-12-17 19:48:30+00:00,2014-12-17 19:48:44+00:00,1.23622,1.23609,0.00013000000000018552,1999.362,1999.363,-0.0009999999999763531
23,23,"If incoming information indicates faster progress toward the Committee’s employment and inflation objectives than the Committee now expects, then increases in the target range for the federal funds rate are likely to occur sooner than currently anticipated.",1,0.999215006828308,2014-12-17 19:48:44.120000+00:00,2014-12-17 19:48:44+00:00,2014-12-17 19:48:57+00:00,1.23616,1.23587,0.00028999999999990145,1998.582,1999.359,-0.7769999999998163
24,24,"Once we begin to remove policy accommodation, it continues to be the Committee’s assessment that, “even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.” This guidance is consistent with the paths for appropriate policy given by FOMC participants.",-1,0.9989983439445496,2014-12-17 19:48:56.600000+00:00,2014-12-17 19:48:57+00:00,2014-12-17 19:49:53+00:00,1.23646,1.236,0.00045999999999990493,1996.854,1998.779,-1.9249999999999545
25,25,"By the time December 17, 2014 of liftoff, participants expect to see some further decline in the unemployment rate and additional Chair Yellen’s Press Conference FINAL improvement in labor market conditions.",0,0.9325817227363586,2014-12-17 19:49:52.920000+00:00,2014-12-17 19:49:53+00:00,2014-12-17 19:50:43+00:00,1.23636,1.23633,2.999999999997449e-05,1997.75,1996.775,0.974999999999909
26,26,They also expect core inflation to be running near current levels but foresee being reasonably confident in their expectation that inflation will move back toward our 2 percent longer-run inflation objective over time.,0,0.9996377229690552,2014-12-17 19:50:42.720000+00:00,2014-12-17 19:50:43+00:00,2014-12-17 19:51:43+00:00,1.23536,1.23633,-0.0009699999999999154,1997.861,1997.363,0.4980000000000473
27,27,"By late 2016, the median projection for the federal funds rate, at 2.5 percent, remains more than 1 percentage point below the longer-run value of 3¾ percent or so projected by most participants, even though the central tendency of the unemployment rate by that time is slightly below its estimated longer-run value and the central tendency for inflation is close to our 2 percent objective.",0,0.9994680285453796,2014-12-17 19:51:42.560000+00:00,2014-12-17 19:51:43+00:00,2014-12-17 19:52:01+00:00,1.2349200000000002,1.2354,-0.0004799999999998139,1997.973,1997.875,0.09799999999995634
28,28,The Committee’s sizable holdings of longer-term securities should help maintain accommodative financial conditions and promote further progress toward our objectives of maximum employment and inflation of 2 percent.,0,0.8492720127105713,2014-12-17 19:52:01.400000+00:00,2014-12-17 19:52:01+00:00,2014-12-17 19:53:42+00:00,1.235,1.23484,0.00016000000000016001,2000.185,1997.878,2.3070000000000164
29,29,"You asked also, I think, about inflation.",-1,0.9979308843612672,2014-12-17 19:53:42.400000+00:00,2014-12-17 19:53:42+00:00,2014-12-17 19:53:48+00:00,1.23496,1.23487,9.000000000014552e-05,2001.494,2000.463,1.030999999999949
30,30,"And, as I mentioned in my press statement, especially with the downward pressures on inflation that we expect to see for a little while because of declining oil prices and falling import prices, we certainly expect headline inflation to December 17, 2014 be under downward pressure for a while.",0,0.9998303651809692,2014-12-17 19:53:47.800000+00:00,2014-12-17 19:53:48+00:00,2014-12-17 19:55:47+00:00,1.23413,1.23513,-0.001000000000000112,2000.78,2001.495,-0.7149999999999181
31,31,And they do largely expect that inflation will be—core inflation will probably be running close to its current level.,-1,0.9944566488265992,2014-12-17 19:55:46.960000+00:00,2014-12-17 19:55:47+00:00,2014-12-17 19:56:59+00:00,1.23496,1.23409,0.0008700000000001484,2001.885,2000.571,1.3140000000000782
32,32,And headline inflation could even be lower.,-1,0.9892065525054932,2014-12-17 19:56:59.160000+00:00,2014-12-17 19:56:59+00:00,2014-12-17 19:58:52+00:00,1.23266,1.23496,-0.0022999999999999687,1997.56,2001.885,-4.3250000000000455
33,33,"And, of course, as labor market conditions continue to improve, history suggests that as long as inflation expectations remain well anchored, that that’s likely to occur.",0,0.9808408617973328,2014-12-17 19:58:51.800000+00:00,2014-12-17 19:58:52+00:00,2014-12-17 20:01:13+00:00,1.23284,1.23266,0.00017999999999984695,1991.954,1997.578,-5.624000000000024
34,34,The very substantial decline we have seen in oil prices is one of the most important developments shaping the global outlook.,-1,0.9449326992034912,2014-12-17 20:01:12.640000+00:00,2014-12-17 20:01:13+00:00,2014-12-17 20:01:17+00:00,1.23253,1.23256,-3.0000000000196536e-05,1992.967,1992.477,0.4900000000000091
35,35,"I think the judgment of the Committee is that, from the standpoint of the United States and the U.S. outlook, that the decline we have seen in oil prices is likely to be, on net, a positive.",1,0.9950917959213256,2014-12-17 20:01:17.200000+00:00,2014-12-17 20:01:17+00:00,2014-12-17 20:06:55+00:00,1.23584,1.23255,0.003290000000000015,1995.554,1993.098,2.456000000000131
36,36,"With respect to deflation, we see downward pressure on headline inflation from declining energy prices.",-1,0.9845184087753296,2014-12-17 20:06:55.320000+00:00,2014-12-17 20:06:55+00:00,2014-12-17 20:07:12+00:00,1.23643,1.23585,0.0005800000000000249,1995.551,1995.457,0.09399999999982356
37,37,"We certainly recognize that that is going to be pushing down headline inflation and may even spill over, to some extent, to core inflation.",1,0.959435760974884,2014-12-17 20:07:11.640000+00:00,2014-12-17 20:07:12+00:00,2014-12-17 20:15:00+00:00,1.23589,1.2363700000000002,-0.000480000000000258,2000.365,1995.885,4.480000000000018
38,38,"But, at this point, although we indicated we’re monitoring inflation developments carefully, we see these developments as transitory.",-1,0.9947088956832886,2014-12-17 20:15:00.320000+00:00,2014-12-17 20:15:00+00:00,2014-12-17 20:16:00+00:00,1.23587,1.23585,2.0000000000131024e-05,1999.564,2000.979,-1.4149999999999636
39,39,"And the Committee continues to believe—especially with the improvement we’re seeing in the labor market, which we expect to continue—that inflation will move back up to our December 17, 2014 2 percent objective over time.",-1,0.9924275279045104,2014-12-17 20:15:59.920000+00:00,2014-12-17 20:16:00+00:00,2014-12-17 20:18:47+00:00,1.2358600000000002,1.23583,3.0000000000196536e-05,2001.59,1999.597,1.9929999999999382
40,40,"But other alternatives, I think, are priced into the market.",0,0.9983534812927246,2014-12-17 20:18:47.360000+00:00,2014-12-17 20:18:47+00:00,2014-12-17 20:21:26+00:00,1.23464,1.23589,-0.0012499999999999734,2002.897,2001.856,1.04099999999994
41,41,And one reason that the market prices may be different than the Committee’s is because they place probability on other outcomes that look different than what they regard as the modal forecast.,1,0.9448359608650208,2014-12-17 20:21:25.600000+00:00,2014-12-17 20:21:26+00:00,2014-12-17 20:21:52+00:00,1.23441,1.23456,-0.0001500000000000945,2002.06,2002.457,-0.3970000000001619
