,Unnamed: 0,Sentence,label,score,Local Start Time,Rounded Start Local Time,Rounded End Local Time,Closest EURUSD End Close Delayed,Closest EURUSD Start Close non Delayed,EURUSD Close Difference,Closest USA500.IDXUSD End Close Delayed,Closest USA500.IDXUSD Start Close non Delayed,USA500.IDXUSD Close Difference
0,0,Our current policy should help move the economy toward our statutory goals of maximum employment and price stability.,0,0.8404138088226318,2016-09-21 18:30:48.960000+00:00,2016-09-21 18:30:49+00:00,2016-09-21 18:30:58+00:00,1.1160100000000002,1.11593,8.000000000008001e-05,2144.269,2144.552,-0.2830000000003565
1,1,"Economic growth, which was subdued during the first half of the year, appears to have picked up.",1,0.9716438055038452,2016-09-21 18:30:57.600000+00:00,2016-09-21 18:30:58+00:00,2016-09-21 18:31:13+00:00,1.11629,1.11603,0.00025999999999992696,2144.85,2144.599,0.250999999999749
2,2,Household spending continues to be the key source of that growth.,0,0.993356227874756,2016-09-21 18:31:12.720000+00:00,2016-09-21 18:31:13+00:00,2016-09-21 18:31:18+00:00,1.1162200000000002,1.11616,6.000000000017103e-05,2145.112,2144.85,0.262000000000171
3,3,"The energy industry has been hard hit by the drop in oil prices since mid-2014, and investment in that sector continued to contract through the first half of the year.",-1,0.9888839721679688,2016-09-21 18:31:17.720000+00:00,2016-09-21 18:31:18+00:00,2016-09-21 18:31:58+00:00,1.1157700000000002,1.11617,-0.00039999999999995595,2144.2200000000003,2145.112,-0.8919999999998254
4,4,"Turning to employment, job gains averaged about 180,000 per month over the past four months, about the same solid pace recorded since the beginning of the year.",0,0.6764559149742126,2016-09-21 18:31:58.280000+00:00,2016-09-21 18:31:58+00:00,2016-09-21 18:32:12+00:00,1.11494,1.1156,-0.0006599999999998829,2143.6,2144.132,-0.5320000000001528
5,5,"In the longer run, that’s well above the pace that we estimate is needed to provide work for new entrants in the job market.",1,0.5385751724243164,2016-09-21 18:32:12.160000+00:00,2016-09-21 18:32:12+00:00,2016-09-21 18:32:29+00:00,1.1149600000000002,1.11479,0.00017000000000022553,2143.865,2143.519,0.34600000000000364
6,6,The unemployment rate in August—4.9 percent—was the same as in January.,0,0.995734930038452,2016-09-21 18:32:28.840000+00:00,2016-09-21 18:32:29+00:00,2016-09-21 18:32:36+00:00,1.11465,1.11491,-0.000260000000000149,2143.732,2143.839,-0.1069999999999709
7,7,And a broader measure of unemployment has also flattened out—a measure that includes people who want and are available to work but have not searched recently as well as people who are working part time but would rather work full time.,0,0.8866962790489197,2016-09-21 18:32:36.120000+00:00,2016-09-21 18:32:36+00:00,2016-09-21 18:32:51+00:00,1.11376,1.11448,-0.0007199999999998319,2143.769,2144.099,-0.330000000000382
8,8,"The fact that unemployment measures have been holding steady while the number of jobs has grown solidly shows that more people, presumably in response to better employment opportunities and higher wages, have started actively seeking and finding jobs.",0,0.7476300001144409,2016-09-21 18:32:50.720000+00:00,2016-09-21 18:32:51+00:00,2016-09-21 18:33:28+00:00,1.11394,1.11374,0.00019999999999997797,2144.327,2144.269,0.05800000000044747
9,9,Ongoing economic growth and an improving job market are key factors supporting our inflation outlook.,1,0.9624394774436952,2016-09-21 18:33:27.640000+00:00,2016-09-21 18:33:28+00:00,2016-09-21 18:33:35+00:00,1.1149,1.11424,0.000660000000000105,2144.5950000000003,2144.356,0.23900000000003274
10,10,"Overall consumer price inflation—as measured by the price index for personal consumption expenditures—was less than 1 percent over the 12 months ending in July, still short of our 2 percent objective.",1,0.9937942028045654,2016-09-21 18:33:35.480000+00:00,2016-09-21 18:33:35+00:00,2016-09-21 18:33:52+00:00,1.11568,1.11488,0.0007999999999999119,2145.019,2143.992,1.026999999999589
11,11,Much of this shortfall continues to reflect earlier declines in energy and import prices.,-1,0.9390519261360168,2016-09-21 18:33:51.960000+00:00,2016-09-21 18:33:52+00:00,2016-09-21 18:33:59+00:00,1.11509,1.11553,-0.00043999999999999595,2144.769,2145.019,-0.25
12,12,"Core inflation, which excludes energy and food prices that tend to be more volatile than other prices, has been running about 1½ percent.",-1,0.9072557091712952,2016-09-21 18:33:58.520000+00:00,2016-09-21 18:33:59+00:00,2016-09-21 18:34:09+00:00,1.11546,1.11505,0.0004099999999997994,2145.969,2144.936,1.0329999999999018
13,13,"As transitory influences holding down inflation fade and as the job market strengthens further, we continue to expect inflation to rise to 2 percent over the next two to three years.",0,0.9876410365104676,2016-09-21 18:34:08.920000+00:00,2016-09-21 18:34:09+00:00,2016-09-21 18:34:23+00:00,1.11523,1.11571,-0.00048000000000003595,2145.212,2146.049,-0.8369999999999891
14,14,Our inflation outlook also rests importantly on our judgment that longer-run inflation expectations remain reasonably well anchored.,0,0.6110398769378662,2016-09-21 18:34:22.520000+00:00,2016-09-21 18:34:23+00:00,2016-09-21 18:34:32+00:00,1.11522,1.11503,0.0001900000000001345,2145.85,2145.35,0.5
15,15,"However, we can’t take the stability of longer-run inflation expectations for granted, and we will continue to carefully monitor actual and expected progress toward our inflation goal.",0,0.9793432950973512,2016-09-21 18:34:31.720000+00:00,2016-09-21 18:34:32+00:00,2016-09-21 18:34:45+00:00,1.11521,1.11529,-7.999999999985796e-05,2145.469,2145.769,-0.29999999999972715
16,16,"Indeed, we are fully committed to achieving our 2 percent inflation objective.",0,0.999624729156494,2016-09-21 18:34:44.720000+00:00,2016-09-21 18:34:45+00:00,2016-09-21 18:35:02+00:00,1.11481,1.11494,-0.00012999999999996348,2145.219,2145.034,0.18499999999994543
17,17,"As always, participants conditioned their projections on their own view of appropriate monetary policy, which in turn depends on each participant’s assessment of the multitude of factors that shape the outlook.",1,0.6578109264373779,2016-09-21 18:35:01.600000+00:00,2016-09-21 18:35:02+00:00,2016-09-21 18:35:12+00:00,1.11495,1.11481,0.000140000000000029,2145.393,2145.269,0.12400000000025102
18,18,"The median projection for growth of inflation-adjusted gross domestic product, or GDP, is 1.8 percent this year.",0,0.9998291730880736,2016-09-21 18:35:12.480000+00:00,2016-09-21 18:35:12+00:00,2016-09-21 18:35:26+00:00,1.11521,1.1150600000000002,0.00014999999999987246,2145.83,2145.599,0.23099999999976717
19,19,This figure is somewhat lower than projected in June as a result of the weaker-than-expected growth seen in the first half of the year.,1,0.5311818718910217,2016-09-21 18:35:26.040000+00:00,2016-09-21 18:35:26+00:00,2016-09-21 18:35:35+00:00,1.11531,1.11529,2.0000000000131024e-05,2146.6510000000003,2145.849,0.8020000000001346
20,20,"In 2017 and 2018, the median growth projection is unchanged at 2 percent, somewhat higher than the median estimate of longer-run normal growth.",-1,0.9957277774810792,2016-09-21 18:35:34.960000+00:00,2016-09-21 18:35:35+00:00,2016-09-21 18:35:47+00:00,1.11555,1.11541,0.000140000000000029,2146.914,2146.735,0.1790000000000873
21,21,"In 2019, growth edges down to 1.8 percent, in line with its estimated longer-run rate, which has als—which has been revised down a bit since June.",1,0.9448038339614868,2016-09-21 18:35:47.320000+00:00,2016-09-21 18:35:47+00:00,2016-09-21 18:36:01+00:00,1.11566,1.1156,6.000000000017103e-05,2147.723,2147.069,0.6539999999999964
22,22,"The median projection for the unemployment rate stands at 4.8 percent at the end of this year, a touch higher than in June.",-1,0.7051307559013367,2016-09-21 18:36:00.920000+00:00,2016-09-21 18:36:01+00:00,2016-09-21 18:36:11+00:00,1.11566,1.11551,0.0001500000000000945,2147.519,2147.703,-0.18400000000019645
23,23,"Over the next three years, the median unemployment rate runs near 4½ percent, modestly below the median estimate of its longer-run normal rate.",-1,0.9378756880760192,2016-09-21 18:36:10.800000+00:00,2016-09-21 18:36:11+00:00,2016-09-21 18:36:22+00:00,1.11513,1.11555,-0.00042000000000008697,2147.4700000000003,2147.4700000000003,0.0
24,24,"Finally, the median inflation projection is 1.3 percent this year and rises to 1.9 percent next year and 2 percent in 2018 and 2019.",0,0.9990647435188292,2016-09-21 18:36:22.080000+00:00,2016-09-21 18:36:22+00:00,2016-09-21 18:36:36+00:00,1.1152700000000002,1.11536,-8.999999999970143e-05,2147.4700000000003,2147.5170000000003,-0.047000000000025466
25,25,"Returning to monetary policy, the recent pickup in economic growth and continued progress in the labor market have strengthened the case for an increase in the federal funds rate.",1,0.9055058360099792,2016-09-21 18:36:35.600000+00:00,2016-09-21 18:36:36+00:00,2016-09-21 18:37:03+00:00,1.1156,1.11515,0.0004499999999998394,2148.769,2147.599,1.169999999999618
