,Sentences,Speaker
0,Good afternoon.,CHAIRMAN POWELL.
1,Thanks very much for being here.,CHAIRMAN POWELL.
2,"I know that a number of you will want to talk about the details of our announcement today, and I am happy to do that in a few minutes.",CHAIRMAN POWELL.
3,"But because monetary policy affects everyone, I want to start with a plain-English summary of how the economy is doing, what my colleagues and I at the Federal Reserve are trying to do, and why.",CHAIRMAN POWELL.
4,The main takeaway is that the economy is doing very well.,CHAIRMAN POWELL.
5,"Most people who want to find jobs are finding them, and unemployment and inflation are low.",CHAIRMAN POWELL.
6,Interest rates have been low for some years while the economy has been recovering from the financial crisis.,CHAIRMAN POWELL.
7,"For the past few years, we have been gradually raising interest rates, and along the way we’ve tried to explain the reasoning behind our decisions.",CHAIRMAN POWELL.
8,"In particular, we think that gradually returning interest rates to a more normal level as the economy strengthens is the best way the Fed can help sustain an environment in which American households and businesses can thrive.",CHAIRMAN POWELL.
9,"Today, we’ve taken another step in that process by raising our target range for the federal funds rate by ¼ of a percentage point.",CHAIRMAN POWELL.
10,My colleagues and I meet eight times a year and take a fresh look each time at what is happening in the economy and consider whether our policy needs adjusting.,CHAIRMAN POWELL.
11,"We don’t put our interest rate decisions on hold or on autopilot, because the economy can always evolve in unexpected ways.",CHAIRMAN POWELL.
12,History has shown that moving interest rates either too quickly or too slowly can lead to bad economic outcomes.,CHAIRMAN POWELL.
13,We think the outcomes are likely to be better overall if we are as clear as possible about what we are likely to do and why.,CHAIRMAN POWELL.
14,"To that end, we try to give a sense of our expectations for how the economy will evolve and how our policy stance may change.",CHAIRMAN POWELL.
15,"As Chairman, I hope to foster a public conversation about what the Fed is doing to support a strong and resilient economy.",CHAIRMAN POWELL.
16,And one practical step in doing so is to have a press conference like this after every one of our scheduled FOMC meetings.,CHAIRMAN POWELL.
17,And we’re going to do that beginning in January.,CHAIRMAN POWELL.
18,That will give us more opportunities to explain our actions and to answer your questions.,CHAIRMAN POWELL.
19,I want to point out that having twice as many press conferences does not signal anything about the timing or pace of future interest rate changes.,CHAIRMAN POWELL.
20,This change is only about improving communications.,CHAIRMAN POWELL.
21,My FOMC colleagues and I will also continue to issue our economic projections on the existing quarterly schedule.,CHAIRMAN POWELL.
22,"Now, let me go into more detail over developments in the economy, our economic projections, and our policy decision.",CHAIRMAN POWELL.
23,"Economic growth appears to have picked up in the current quarter, largely reflecting a bounceback in household spending.",CHAIRMAN POWELL.
24,"Business investment continues to grow strongly, and the overall outlook for growth remains favorable.",CHAIRMAN POWELL.
25,"Several factors support this assessment:  Fiscal policy is boosting the economy, ongoing job gains are raising incomes and confidence, foreign economies continue to expand, and overall financial conditions remain accommodative.",CHAIRMAN POWELL.
26,These observations are consistent with the projections that Committee participants submitted for this meeting.,CHAIRMAN POWELL.
27,"The median projection for the growth of real GDP is 2.8 percent this year, 2.4 percent next year, and 2 percent in 2020.",CHAIRMAN POWELL.
28,"Compared with the projections made in March, this median growth path is little changed.",CHAIRMAN POWELL.
29,"In the labor market, job gains averaged 180,000 per month over the past three months, well above the pace needed in the longer run to provide jobs for new entrants into the workforce.",CHAIRMAN POWELL.
30,"The unemployment rate declined over the past two months and stood at 3.8 percent in May, its lowest level in nearly two decades.",CHAIRMAN POWELL.
31,"Meanwhile, the labor force participation rate has been roughly unchanged since late 2013.",CHAIRMAN POWELL.
32,"That is a positive sign, given that the aging of our population is putting downward pressure on the participation rate.",CHAIRMAN POWELL.
33,And we expect the job market to remain strong.,CHAIRMAN POWELL.
34,"As you can see in our Summary of Economic Projections, the median of Committee participants’ projections for the unemployment rate stands at 3.6 percent in the fourth quarter of this year and runs at 3.5 percent over the next two years, a percentage point below the median estimate of its longer-run normal rate.",CHAIRMAN POWELL.
35,This median path is just a bit lower than that from March.,CHAIRMAN POWELL.
36,"After many years of running below our 2 percent longer-run objective, inflation has recently moved close to that level.",CHAIRMAN POWELL.
37,"Indeed, overall consumer prices, as measured by the price index for personal consumption expenditures, increased 2 percent over the 12 months ending in April.",CHAIRMAN POWELL.
38,"The core PCE index, which excludes prices of energy and food and tends to be a better indicator of future inflation, rose 1.8 percent over the same period.",CHAIRMAN POWELL.
39,"As we had expected, inflation moved up as the unusually low readings from last March dropped out of the calculation.",CHAIRMAN POWELL.
40,"The recent inflation data have been encouraging, but after many years of inflation below our objective, we do not want to declare victory.",CHAIRMAN POWELL.
41,We want to ensure that inflation remains near our symmetric 2 percent longer-run goal on a sustained basis.,CHAIRMAN POWELL.
42,"As we note in our Statement of Longer-Run Goals and Monetary Policy Strategy, the Committee would be concerned if inflation were running persistently above or below our 2 percent objective.",CHAIRMAN POWELL.
43,"Of course, many factors affect inflation—some temporary and others more lasting—and at any given time inflation may be above or below 2 percent.",CHAIRMAN POWELL.
44,"For example, the recent rise in oil prices will likely push inflation somewhat above 2 percent in coming months.",CHAIRMAN POWELL.
45,"But that transitory development should have little, if any, consequence for inflation over the next few years.",CHAIRMAN POWELL.
46,The median of participants’ projections for inflation runs at 2.1 percent through 2020.,CHAIRMAN POWELL.
47,"Relative to the March projections, the median inflation projection is a little higher this year and next.",CHAIRMAN POWELL.
48,"As I mentioned, today we took another step in gradually scaling back monetary policy accommodation by raising the target range for the federal funds rate by ¼ percentage point, bringing it to 1¾ to 2 percent.",CHAIRMAN POWELL.
