,Sentences,Speaker
0,Good afternoon.,CHAIRMAN BERNANKE.
1,"Before we get to questions, I’ll summarize today’s policy action by the Federal Open Market Committee and then place the Committee’s decision in the context of our economic outlook and our collective judgment about the appropriate path of monetary policy.",CHAIRMAN BERNANKE.
2,"As indicated in the statement released earlier this afternoon, the Committee is maintaining a highly accommodative policy.",CHAIRMAN BERNANKE.
3,"We decided to keep the target range for the federal funds rate at 0 to ¼ percent, and we continue to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate at least through late 2014.",CHAIRMAN BERNANKE.
4,"In addition, the Committee decided to continue through the end of the year our program of lengthening the maturity of our securities holdings rather than completing the program this month as previously scheduled.",CHAIRMAN BERNANKE.
5,"Specifically, the Committee intends to purchase Treasury securities with remaining maturities of 6 years to 30 years at the current pace and to sell or redeem an equal amount of Treasury securities with remaining maturities of approximately 3 years or less.",CHAIRMAN BERNANKE.
6,The details of our plans for our securities purchases and sales were described in an accompanying statement released today and can be found on the Federal Reserve Bank of New York’s website.,CHAIRMAN BERNANKE.
7,"The continuation of the maturity extension program should put downward pressure on longer-term interest rates and make broader financial conditions more accommodative than they would otherwise be, thereby supporting economic recovery.",CHAIRMAN BERNANKE.
8,"In conjunction with today’s meeting, FOMC participants—the 7 Board members and the 12 Reserve Bank presidents—submitted their individual economic projections and policy assessments for the years 2012 to 2014 and over the longer run.",CHAIRMAN BERNANKE.
9,"These projections are important continues to expand at a moderate pace in the face of headwinds generated by the situation in Europe, a still-depressed housing market, tight credit for some borrowers, and fiscal restraint at the federal, state, and local levels.",CHAIRMAN BERNANKE.
10,"Business and household spending are increasing at rates consistent with moderate economic growth, though household spending appears to be rising at a somewhat slower pace than earlier this year.",CHAIRMAN BERNANKE.
11,"Employment gains have been smaller in recent months, and the unemployment rate, at 8.2 percent, remains elevated.",CHAIRMAN BERNANKE.
12,"In light of these developments, Committee participants have generally marked down their projections for economic growth, but most still see the economy as expanding at a moderate pace over coming quarters and then picking up gradually.",CHAIRMAN BERNANKE.
13,"Based on their projections for economic growth, FOMC participants foresee slower progress in reducing unemployment than they did in April.",CHAIRMAN BERNANKE.
14,"Committee participants’ projections for the unemployment rate in the fourth quarter of this year have a central tendency of 8.0 to 8.2 percent, declining to 7.0 percent to 7.7 percent in the fourth quarter of 2014, levels that would remain above participants’ estimates of the longer-run normal rates of unemployment.",CHAIRMAN BERNANKE.
15,"In addition to projecting only slow progress in bringing down unemployment, most participants see the risks to the outlook weighted mainly toward slower growth and higher unemployment.",CHAIRMAN BERNANKE.
16,"In particular, participants noted that strains in global financial markets, associated principally with the situation in Europe, continue to pose significant risks to the recovery and to further improvement in labor market conditions.",CHAIRMAN BERNANKE.
17,"Meanwhile, inflation has declined recently, primarily reflecting lower prices of crude oil and gasoline.",CHAIRMAN BERNANKE.
18,"Longer-term inflation expectations have remained stable, and the Committee anticipates that inflation over the medium run will run at or below the 2 percent rate that it judges specifically, participants’ projections of inflation have a central tendency of 1.2 to 1.7 percent for 2012 and 1.5 to 2.0 percent for 2014.",CHAIRMAN BERNANKE.
19,The economic projections submitted by FOMC participants are conditioned on their individual assessments of the appropriate path of monetary policy.,CHAIRMAN BERNANKE.
20,"As you can see from the chart, Committee participants have a range of views about when the initial increase in the federal funds rate is likely to be warranted.",CHAIRMAN BERNANKE.
21,"After a thorough discussion of those views, and of the ongoing uncertainty and risks surrounding the outlook, the FOMC—as I mentioned—maintained its collective judgment that economic conditions are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014, and it agreed to provide further support to the economy by continuing the maturity extension program.",CHAIRMAN BERNANKE.
22,The Committee is prepared to take further action as appropriate to promote a stronger economic recovery and sustained improvement in labor market conditions in a context of price stability.,CHAIRMAN BERNANKE.
23,Thank you.,CHAIRMAN BERNANKE.
24,I’d be glad to take your questions.,CHAIRMAN BERNANKE.
25,"Steve Liesman, CNBC.",STEVE LIESMAN.
26,"Mr. Chairman, looking back on the last four years of Fed policy, I think it’s probably fair to say it has been bold and yet at the same time halting.",STEVE LIESMAN.
27,You did QE1 and then you stopped and then you did QE2.,STEVE LIESMAN.
28,You did “Operation Twist” and you told us it was going to end in June; now you’ve extended it.,STEVE LIESMAN.
29,"How would you respond if, several years from now, a young MIT graduate student came forward and said, “You know what the problem with Fed policy was during this period is it was too incremental, and that the reason why the economy underperformed was because of that incrementalism.”  And what do you think the dangers are right now that today’s action is also too incremental?",STEVE LIESMAN.
30,a continuous fashion until December of 2008.,STEVE LIESMAN.
31,"And since then, we’ve been operating with nonstandard monetary tools, including asset purchases and extension of maturities.",STEVE LIESMAN.
32,"By their nature, these tend to be lumpy.",STEVE LIESMAN.
33,We haven’t done them in a continuous way.,STEVE LIESMAN.
34,But our view of the effects of these programs on the economy is that the total stock of outstanding securities in our portfolio is what determines the level of accommodation that the economy is receiving.,STEVE LIESMAN.
35,"So in that respect, it wouldn’t be really a start and stop; rather, whenever we have stopped purchasing, the level of accommodation that was already in the system remains there until conditions warrant further action.",STEVE LIESMAN.
36,"Now, underlying all this, of course, is the fact that the outlook has changed.",STEVE LIESMAN.
37,"Like many other forecasters, the Federal Reserve was too optimistic early in the recovery about the pace of recovery.",STEVE LIESMAN.
38,"And we’ve had to add additional accommodation going forward, as we have seen, in fact, that the headwinds have kept the recovery from being as strong as we would like.",STEVE LIESMAN.
39,"But, again, by the nature of these unconventional tools, they are—tend to be more discreet in their size, but they continue to have accommodative effects even after the pattern of purchases has ended.",STEVE LIESMAN.
40,Don’t you worry about incrementalism now?,STEVE LIESMAN.
41,"Well, we’ve taken a step today, which is a substantive step, which will provide additional accommodation for the economy.",CHAIRMAN BERNANKE.
42,"And, moreover, we have stated that we’re prepared to take further steps if necessary to promote sustainable growth and recovery in the labor market.",CHAIRMAN BERNANKE.
43,"So, we are prepared to do what’s necessary.",CHAIRMAN BERNANKE.
44,We are prepared to provide support for the economy.,CHAIRMAN BERNANKE.
45,Mark Felsenthal with Reuters.,MARK FELSENTHAL.
46,"Mr. Chairman, many analysts have characterized today’s step as somewhat modest.",MARK FELSENTHAL.
47,Your own outlook has a much lower GDP the unemployment rate through the end of this year.,MARK FELSENTHAL.
48,The program itself is smaller and of shorter duration than the original Operation Twist.,MARK FELSENTHAL.
49,"Given this weaker outlook, why such a modest program?",MARK FELSENTHAL.
