,Sentences,Speaker
0,"Good afternoon, everyone.",CHAIRMAN POWELL.
1,Thanks very much for being here today.,CHAIRMAN POWELL.
2,[Cough]  Pardon me.,CHAIRMAN POWELL.
3,"Over the past year the economy has been growing at a strong pace, the unemployment  rate has been near record lows, and inflation has been low and stable.",CHAIRMAN POWELL.
4,All of those things remain true today.,CHAIRMAN POWELL.
5,"Since the September meeting of the FOMC, however, some crosscurrents have emerged.",CHAIRMAN POWELL.
6,I’ll explain how my colleagues and I are incorporating those crosscurrents into our judgments about the outlook and the appropriate course of policy.,CHAIRMAN POWELL.
7,"Since September, the U.S. economy has continued to perform well, roughly in line with our expectations.",CHAIRMAN POWELL.
8,The economy has been adding jobs at a pace that will continue bringing the unemployment rate down over time.,CHAIRMAN POWELL.
9,Wages have moved up for workers across a wide range of occupations—a welcome development.,CHAIRMAN POWELL.
10,Inflation has remained low and stable and is ending the year a bit more subdued than most had expected.,CHAIRMAN POWELL.
11,"Although some American families and communities continue to  struggle and some longer-term  economic problems remain, the strong economy is benefiting many Americans.",CHAIRMAN POWELL.
12,"Despite this robust economic backdrop and our expectation for healthy growth, we have seen developments that may signal some softening relative to what we were expecting a few months ago.",CHAIRMAN POWELL.
13,"Growth in other economies around the world has moderated somewhat over the course of 2018, albeit to still-solid levels.",CHAIRMAN POWELL.
14,"At the same time, financial market volatility has increased over the past couple of months, and overall financial conditions have tightened—that is, they have become less supportive of growth.",CHAIRMAN POWELL.
15,"In our view, these developments have not fundamentally altered the outlook.",CHAIRMAN POWELL.
16,"Most FOMC participants have, instead, modestly lowered their growth and inflation forecasts for next year.",CHAIRMAN POWELL.
17,"The projections of Committee participants released today show growth continuing at healthy levels, the unemployment rate falling a bit further next year, and inflation remaining near 2 percent.",CHAIRMAN POWELL.
18,"The projections also show a modestly lower path for the federal funds rate, which should support the economy and keep us near our goals.",CHAIRMAN POWELL.
19,"As the economy struggled to recover from the financial crisis and the subsequent recession, the Committee held our policy rate near zero for seven years to give the economy the best chance to recover.",CHAIRMAN POWELL.
20,"And the economy did recover steadily, if slowly at times.",CHAIRMAN POWELL.
21,Three years ago the Committee came to the view that the best way to achieve our mandate was to gradually move interest rates back to levels that are more normal in a healthy economy.,CHAIRMAN POWELL.
22,Today we raised our target range for the short-term interest rates by another ¼ percentage point.,CHAIRMAN POWELL.
23,"As I’ve mentioned, most of my colleagues expect the economy to continue to perform  well in the coming year.",CHAIRMAN POWELL.
24,Many FOMC participants had expected that economic conditions would likely call for about three more rate increases in 2019.,CHAIRMAN POWELL.
25,We have brought that down a bit and now think it is more likely that the economy will grow in  a way that will call for two interest rate increases over the course of next year.,CHAIRMAN POWELL.
26,We always emphasize that our policy decisions are not on a preset course and will change if the incoming data materially change the outlook.,CHAIRMAN POWELL.
27,"And, given recent developments, the statement notes that we “will continue to monitor global economic and financial developments and assess their implications for the economic outlook.” Now I will provide some additional context and detail, starting with a review of policy over the last year.",CHAIRMAN POWELL.
28,"Last December, the unemployment rate was 4.1 percent, and inflation had been running just below 2 percent.",CHAIRMAN POWELL.
29,FOMC participants and many other forecasters were predicting that growth in 2018 would be strong.,CHAIRMAN POWELL.
30,"This growth was predicted to push the unemployment rate down to near historic lows, and the increasingly tight labor market was expected to help push inflation up to 2 percent.",CHAIRMAN POWELL.
31,"Given this outlook, Committee members judged that the appropriate way to sustain the expansion with inflation near 2 percent was to continue gradually withdrawing the extraordinary support for the economy that had been in place for almost 10 years.",CHAIRMAN POWELL.
32,"Thus,  in December 2017, the median of the projections of FOMC participants pointed to three ¼ point interest rate increases in 2018, which would have left the target range for the federal funds rate at year-end at 2 to 2¼ percent, still below most estimates of the longer-run normal rate.",CHAIRMAN POWELL.
33,"Early in 2018, it became clear that the economy was likely to be even stronger than we had expected, in part because the fiscal stimulus adopted near the start of the year was larger and more front-end loaded than most had anticipated.",CHAIRMAN POWELL.
34,"The signs of a more robust economy proved accurate, and the FOMC has now raised rates four times this year, counting today’s action, one more time than anticipated in the median projection a year ago.",CHAIRMAN POWELL.
35,This illustrates the nature of data dependence that we always emphasize.,CHAIRMAN POWELL.
36,"In 2018, the economy was somewhat more robust than expected, and this led to a slightly faster pace of policy normalization than had been projected.",CHAIRMAN POWELL.
37,"When the economy has, instead, turned out weaker than expected, the Committee has slowed or paused the pace of rate increases as we did in 2016.",CHAIRMAN POWELL.
38,"And when the economy has performed about as expected, the Committee has generally moved in line with the median projection as we did in 2017.",CHAIRMAN POWELL.
39,What kind of year will 2019 be?,CHAIRMAN POWELL.
40,We know that the economy may not be as kind to our forecasts next year as it was this year.,CHAIRMAN POWELL.
41,History attests that unforeseen events as the year unfolds may buffet the economy and call for more than a slight change from  the policy projections released today.,CHAIRMAN POWELL.
42,"With that caveat, there are two important differences in the policy outlook today versus next year.",CHAIRMAN POWELL.
43,"In early 2018, we saw a rising trajectory for growth; today, instead, we see growth moderating ahead.",CHAIRMAN POWELL.
44,"FOMC participants, along with many other forecasters, had long predicted some moderation of growth in 2019.",CHAIRMAN POWELL.
45,The additional tightening of financial conditions we have seen over the past couple of months along with signs of somewhat weaker growth abroad have also led us to mark down growth and inflation projections a bit.,CHAIRMAN POWELL.
46,The median of FOMC participants’ projections shows growth of 3 percent this year and 2.3 percent in 2019.,CHAIRMAN POWELL.
47,"With growth remaining next year above its longer-run normal value, the unemployment rate is projected to fall a bit further, to 3.5 percent by the end of 2019.",CHAIRMAN POWELL.
48,Inflation in the median projection remains near 2 percent.,CHAIRMAN POWELL.
49,"Second, the economy has continued to strengthen this year.",CHAIRMAN POWELL.
50,"And, given our four rate increases and the ongoing reduction in our portfolio, monetary policy will be providing a smaller boost to the economy in 2019.",CHAIRMAN POWELL.
51,"After today’s action, the target range for the federal funds rate is 2¼ to 2½ percent, putting it at the lower end of the range of estimates of the longer-run normal rate provided by the Committee.",CHAIRMAN POWELL.
52,"Over the next year, if events play out broadly as expected, the federal funds rate will be in a range in which judgments of people both inside and outside the Fed will sometimes differ regarding whether the stance of policy is modestly accommodative, neutral, or modestly restrictive.",CHAIRMAN POWELL.
53,"When rates are in this range, the FOMC makes policy in light of the array of diverse views on the Committee.",CHAIRMAN POWELL.
54,"Moving forward, my colleagues and  I will be watching the economy  closely for indications that the stance of policy is appropriate to sustain the expansion with a strong labor market and inflation near 2 percent.",CHAIRMAN POWELL.
55,It is worth noting that the Summary of Economic Projections is a compilation of the individual projections of all FOMC participants.,CHAIRMAN POWELL.
56,We sometimes point to the median of these projections to illustrate the broad middle of views of the Committee.,CHAIRMAN POWELL.
57,Each participant’s projection represents appropriate policy under the baseline outlook—baseline outlook provided by that participant.,CHAIRMAN POWELL.
58,"We believe that the SEP provides useful information about Committee participants’ thinking, but the median is not a consensus judgment and certainly does not represent a Committee plan.",CHAIRMAN POWELL.
59,"Actual policy will, as always, be adjusted as incoming data shed light on the state of the economy, the outlook, and the changing balance of risks.",CHAIRMAN POWELL.
60,Neither the pace nor the ultimate destination of any further rate increases is predetermined.,CHAIRMAN POWELL.
61,"We will adjust monetary policy as best we can to keep the expansion on track, the labor market strong, and inflation near 2 percent.",CHAIRMAN POWELL.
62,"We know that our policy decisions affect all American families and businesses, and we’ll continue to make our decisions objectively and based solely on the best information and analysis.",CHAIRMAN POWELL.
63,"Thank you, and I’ll be happy to take your questions.",CHAIRMAN POWELL.
64,Thanks very much.,SAM FLEMING.
65,Sam Fleming from  the Financial Times.,SAM FLEMING.
66,One of the recent surprises has been fairly tepid inflation data.,SAM FLEMING.
67,"I wonder, first of all, if you could explain why you think, despite the extremely tight labor market, we’re still not seeing much in the way of inflationary pressures.",SAM FLEMING.
68,"And in the context of a more data-dependent Fed, how will the Fed respond to further undershoots of inflation moving into next year?",SAM FLEMING.
69,Thanks.,SAM FLEMING.
70,"Well, you’re right, Sam.",CHAIRMAN POWELL.
71,"Inflation has come  in just a touch below where we expected it to be—not by a big amount, but by a small amount.",CHAIRMAN POWELL.
72,"More broadly, 2018 has been the strongest year since the recov—since the financial crisis.",CHAIRMAN POWELL.
73,"And during that period we’ve had low unemployment and strong growth, and inflation has still remained just a touch below 2 percent.",CHAIRMAN POWELL.
74,So I do think that gives the Committee the ability to be patient in moving forward.,CHAIRMAN POWELL.
75,"As I mentioned, there’s significant uncertainty about the—both the path and the ultimate destination of any further rate increases.",CHAIRMAN POWELL.
76,"Hi, Heather Long from  the Washington Post.",HEATHER LONG.
77,"Today, the Fed lowered its expectations for interest rate increases.",HEATHER LONG.
78,"Given that, I’m wondering if the Fed has had any discussion of altering the course of balance sheet normalization and if you could give us any insight on what might lead the FOMC to alter that balance sheet normalization in 2019.",HEATHER LONG.
79,Sure.,CHAIRMAN POWELL.
80,"If you go back some years, I think we—people who were working at the Fed in 2013 and ’14 took away the lesson that the markets could be very sensitive to news about the size of the balance sheet, the pace of asset purchases, the pace of runoff, and things like that.",CHAIRMAN POWELL.
81,"So we thought carefully about this, on how to normalize policy, and came to the view that we would effectively have the balance sheet runoff on automatic pilot and use monetary policy, rate policy, to adjust to incoming data.",CHAIRMAN POWELL.
82,And I think that has been a good decision.,CHAIRMAN POWELL.
83,I think that the runoff of the balance sheet has been smooth and has served its purpose.,CHAIRMAN POWELL.
84,And I don’t see us changing that.,CHAIRMAN POWELL.
