,Sentences,Speaker
0,"Good afternoon, everyone, and thanks for joining us.",CHAIR POWELL.
1,"Our country continues to face a difficult and challenging time, as the pandemic is causing tremendous hardship here in the United States and around the world.",CHAIR POWELL.
2,People have lost loved ones.,CHAIR POWELL.
3,Many millions have lost their jobs.,CHAIR POWELL.
4,There is great uncertainty about the future.,CHAIR POWELL.
5,"At the Federal Reserve, we are strongly committed to using our tools to do whatever we can—and for as long as it takes—to provide some relief and stability, to ensure that the recovery will be as strong as possible, and to limit lasting damage to the economy.",CHAIR POWELL.
6,The most important response to this crisis has come from our health-care workers.,CHAIR POWELL.
7,"And on behalf of the Federal Reserve, let me express our sincere gratitude to those dedicated individuals who put themselves at risk, day after day, in service to others and to our nation.",CHAIR POWELL.
8,Let me also thank the many other essential workers across the country who have helped meet our basic needs for goods and services in these difficult times.,CHAIR POWELL.
9,The virus and the forceful measures taken to control its spread have induced a sharp decline in economic activity and a surge in job losses.,CHAIR POWELL.
10,"Indicators of spending and production plummeted in April, and the decline in real GDP in the current quarter is likely to be the most severe on record.",CHAIR POWELL.
11,"Even after the unexpectedly positive May employment report, nearly 20 million jobs have been lost on net since February, and the unemployment rate has risen about 10 percentage points, to 13.3 percent.",CHAIR POWELL.
12,"As was highlighted by the Bureau of Labor Statistics, this figure likely understates the extent of unemployment; accounting for the unusually large number of workers who reported themselves as employed but absent from their jobs would raise the unemployment rate by about 3 percentage points.",CHAIR POWELL.
13,"The downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been the most affected.",CHAIR POWELL.
14,"In particular, the rise in joblessness has been especially severe for lower-wage workers, for women, and for African Americans and Hispanics.",CHAIR POWELL.
15,"In recent weeks, some indicators suggest a stabilization or even a modest rebound in some segments of the economy, such as retail merchandise and motor vehicle sales.",CHAIR POWELL.
16,"Employment rose in many sectors of the economy in May, and the unemployment [rate] edged down as some workers returned to their jobs from temporary layoffs.",CHAIR POWELL.
17,"With the easing of social-distancing restrictions across the country, people are increasingly moving about, and many businesses are resuming operations to varying degrees.",CHAIR POWELL.
18,"At the same time, many households have been receiving stimulus payments and unemployment benefits, which are supporting incomes and spending.",CHAIR POWELL.
19,"Activity in many parts of the economy has yet to pick up, however, and overall output is far below earlier levels.",CHAIR POWELL.
20,"Moreover, despite the improvements seen in the May jobs report, unemployment remains historically high.",CHAIR POWELL.
