,Sentences,Speaker
0,"Good afternoon, everyone.",CHAIR POWELL.
1,Thanks for being here.,CHAIR POWELL.
2,"At today’s meeting, my colleagues and I decided to leave our policy rate unchanged.",CHAIR POWELL.
3,"As always, we base our decisions on our judgment of how best to achieve the goals Congress has given us:  maximum employment and price stability.",CHAIR POWELL.
4,"We believe monetary policy is well positioned to serve the American people by supporting continued economic growth, a strong job market, and a return of inflation to our symmetric 2 percent goal.",CHAIR POWELL.
5,"The expansion is in its 11th year, the longest on record.",CHAIR POWELL.
6,"Growth in household spending moderated toward the end of last year, but with a healthy job market, rising incomes, and upbeat consumer confidence, the fundamentals supporting household spending are solid.",CHAIR POWELL.
7,"In contrast, business investment and exports remain weak, and manufacturing output has declined over the past year.",CHAIR POWELL.
8,Sluggish growth abroad and trade developments have been weighing on activity in these sectors.,CHAIR POWELL.
9,"However, some of the uncertainties around trade have diminished recently, and there are some signs that global growth may be stabilizing after declining since mid-2018.",CHAIR POWELL.
10,"Nonetheless, uncertainties about the outlook remain, including those posed by the new coronavirus.",CHAIR POWELL.
11,"Overall, with monetary and financial conditions supportive, we expect moderate economic growth to continue.",CHAIR POWELL.
12,"The unemployment rate has been near half-century lows for well more than a year, and the pace of job gains remains solid.",CHAIR POWELL.
13,"Participation in the labor force by people in their prime working years, ages 25 to 54, is at its highest level in more than a decade.",CHAIR POWELL.
14,"And wages have been rising, particularly for lower-paying jobs.",CHAIR POWELL.
15,People who live and work in middle-income communities and low-income communities tell us that many who have struggled to find work are now finding new opportunities.,CHAIR POWELL.
16,Employment gains have been broad based across all racial and of sustaining the expansion so that the strong job market reaches more of those left behind.,CHAIR POWELL.
17,Inflation continues to run below our symmetric 2 percent objective.,CHAIR POWELL.
18,"Over the 12 months through November, total PCE inflation was 1.5 percent, and core inflation, which excludes volatile food and energy prices, was 1.6 percent.",CHAIR POWELL.
19,"Available data suggest similar inflation readings for December, though we expect inflation to move closer to 2 percent over the next few months as unusually low readings from early 2019 drop out of the calculation.",CHAIR POWELL.
20,"While low and stable inflation is certainly a good thing, inflation that runs persistently below our objective can lead longer-term inflation expectations to drift down, pulling actual inflation even lower.",CHAIR POWELL.
21,"In turn, interest rates would be lower as well—closer to their effective lower bound.",CHAIR POWELL.
22,"As a result, we would have less room to reduce interest rates to support the economy in a future downturn to the detriment of American families and businesses.",CHAIR POWELL.
23,"We have seen this dynamic play out in other economies around the world, and we are determined to avoid it here in the United States.",CHAIR POWELL.
24,"In particular, we believe the current stance of monetary policy is appropriate to support sustained economic growth, a strong labor market, and inflation returning to our 2 percent—symmetric 2 percent objective.",CHAIR POWELL.
25,"As long as incoming information about the economy remains broadly consistent with this outlook, the current stance of monetary policy likely will remain appropriate.",CHAIR POWELL.
26,"We will be monitoring the effects of the policy actions we took last year, along with other information bearing on the outlook, as we assess the appropriate path of the target range for the federal funds rate.",CHAIR POWELL.
27,"Of course, if developments emerge that cause a material reassessment of our outlook, we would respond accordingly.",CHAIR POWELL.
28,Policy is not on a preset course.,CHAIR POWELL.
29,I will conclude with a brief overview of our current plans for our technical operations to implement monetary policy.,CHAIR POWELL.
30,The plan the FOMC announced back in October to purchase providing an ample supply of reserves to the banking system and effectively controlling the federal funds rate.,CHAIR POWELL.
31,"In light of the resulting stability in the federal funds rate and money market conditions more generally, we decided to make a small technical upward adjustment to administered rates to ensure that the federal funds rate trades well within the target range.",CHAIR POWELL.
32,This action reverses the small downward adjustment made in September when money markets were volatile.,CHAIR POWELL.
33,"As our bill purchases continue to build reserves toward levels that maintain ample conditions, the role played by active repo operations will naturally recede.",CHAIR POWELL.
34,"Over the first half of this year, we intend to adjust the size and pricing of repo operations as we transition away from their active use in supplying reserves.",CHAIR POWELL.
35,"This process will take place gradually, and, as indicated in today’s FOMC directive to the Desk, we expect to continue offering repos at least through April to ensure a consistently ample supply of reserves.",CHAIR POWELL.
36,"Based on current projections, we expect that the underlying level of reserves will durably reach ample levels sometime in the second quarter of this year.",CHAIR POWELL.
37,"As we get close to that point, we intend to slow the pace of purchases and transition to a program of smaller reserve management purchases that maintains an ample level of reserves without the active use of repos.",CHAIR POWELL.
38,"At that point, as in the pre-crisis period, our balance sheet will be expanding gradually over time, reflecting the trend growth in the demand for currency and other Federal Reserve liabilities.",CHAIR POWELL.
39,All of these technical measures are designed to support the efficient and effective implementation of monetary policy and are not intended to represent a chance—a change in the stance of monetary policy.,CHAIR POWELL.
40,We are committed to completing the transition to our longer-run ample-reserves regime smoothly and predictably.,CHAIR POWELL.
41,"Of course, we will continue to closely monitor and I’ll be happy to take your questions.",CHAIR POWELL.
42,Thank you.,CHRISTOPHER CONDON.
43,"Chris Condon, Bloomberg News.",CHRISTOPHER CONDON.
44,"Mr. Chairman, I would like you to comment in a little bit more depth about one small change I’ve noted in the statement.",CHRISTOPHER CONDON.
45,It notes that policy will be appropriate to bring—the Committee believes—inflation back to the Committee’s 2 percent symmetric inflation objective.,CHRISTOPHER CONDON.
46,"That’s a slight change from the last time, when you were expecting it to bring inflation outcomes back near the objective.",CHRISTOPHER CONDON.
47,And I would put this also in the context of a comment you made at the last press conference where you drew attention to the fact that a number of policymakers had projected inflation overshoots two or three years out under appropriate monetary policy.,CHRISTOPHER CONDON.
48,"Should we take all of this together to mean simply that the Committee is more confident that a 2 percent outcome for inflation is already baked in the cake, or that this is a signal that the Committee has a stronger resolution to bring inflation at least to the 2 percent objective and put—bring into play an informal makeup strategy for inflation?",CHRISTOPHER CONDON.
49,Yes.,CHAIR POWELL.
50,"So, in making that change, our goal was, really—that was, changing “near” to “returning to”—was to avoid possible misinterpretation.",CHAIR POWELL.
51,"So you may remember, in the December minutes we noted that a few Committee members suggested that the language that stated that monetary policy would support inflation near 2 percent could be misinterpreted as suggesting that policymakers were comfortable with inflation running below that level.",CHAIR POWELL.
52,So we thought about that in the intermeeting period and concluded that it would be appropriate to adjust that language to send a clearer signal that we’re not comfortable with inflation rising persistently—running persistently below our 2 percent symmetric objective.,CHAIR POWELL.
53,"So, 2 percent not being a ceiling to inflation running around—symmetrically around 2 percent, and that we’re not satisfied with inflation running below 2 percent, particularly at a time such as now where we’re a long way into an expansion and a long way into a period of very low unemployment when, in theory, inflation should be moving up.",CHAIR POWELL.
54,Thank you.,NICK TIMIRAOS.
55,Nick Timiraos of the Wall Street Journal.,NICK TIMIRAOS.
56,I want to ask about the balance sheet.,NICK TIMIRAOS.
57,How many reserves are “ample”?,NICK TIMIRAOS.
58,How many reserves does the Fed now think it will need to conduct policy in its current framework?,NICK TIMIRAOS.
59,And can you walk me through how you and your colleagues are arriving at that answer?,NICK TIMIRAOS.
60,Sure.,CHAIR POWELL.
61,"So, thanks for that question.",CHAIR POWELL.
62,"Why don’t I say a few things about repos, since I know that’ll be of interest.",CHAIR POWELL.
63,"So, just to bring you back, after last September’s brief turmoil, we took prompt and decisive action, and a result—as a result, money markets have been operating smoothly since then.",CHAIR POWELL.
64,"Just to review, those two adjustments were Treasury bill purchases of at least—of $60 billion—sorry—at least into the second quarter, and term and overnight repo at least through April.",CHAIR POWELL.
65,And I will get to your specific question.,CHAIR POWELL.
