,Sentences,Speaker
0,Good afternoon.,CHAIR YELLEN.
1,I am pleased to join you for the first of my post-FOMC press conferences.,CHAIR YELLEN.
2,"Like Chairman Bernanke before me, I appreciate the opportunity these press conferences afford to explain the decisions of the FOMC and respond to your questions.",CHAIR YELLEN.
3,The Federal Open Market Committee concluded a two-day meeting earlier today.,CHAIR YELLEN.
4,"As you already know from our statement, the Committee decided to make another modest reduction in the pace of its purchases of longer-term securities.",CHAIR YELLEN.
5,The Committee also updated its guidance regarding the likely future path of the short-term interest rates.,CHAIR YELLEN.
6,"As I’ll explain more fully in a moment, this change in our guidance does not indicate any change in the Committee’s policy intentions as set forth in its recent statements; rather, the change is meant to clarify how the Committee anticipates policy evolving after the unemployment rate declines below 6½ percent.",CHAIR YELLEN.
7,Let me explain the economic outlook that underlies these actions.,CHAIR YELLEN.
8,"Despite some softer recent data, the FOMC’s outlook for continued progress toward our goals of maximum employment and inflation returning to 2 percent remains broadly unchanged.",CHAIR YELLEN.
9,Unusually harsh weather in January and February has made assessing the underlying strength of the economy especially challenging.,CHAIR YELLEN.
10,"Broadly speaking, however, the spending and production data, while somewhat weaker than we had expected in January, are roughly in line with our expectations as of December, the last time Committee participants submitted economic projections.",CHAIR YELLEN.
11,"In contrast, labor market conditions have continued to improve.",CHAIR YELLEN.
12,"The unemployment rate, at 6.7 percent, is three-tenths lower than the data available at the time of the December meeting.",CHAIR YELLEN.
13,"Further, broader measures of unemployment—such as the U-6 measure, which includes marginally attached workers and those working part time but preferring full-time  force participation has ticked up.",CHAIR YELLEN.
14,"While the Committee continues to monitor developments in global financial markets carefully, financial conditions remain broadly consistent with the FOMC’s objectives.",CHAIR YELLEN.
15,"In sum, the FOMC continues to see sufficient underlying strength in the economy to support ongoing improvement in the labor market.",CHAIR YELLEN.
16,Inflation has continued to run below the Committee’s 2 percent objective.,CHAIR YELLEN.
17,"Given that longer-term inflation expectations appear to be well anchored, and in light of the ongoing recovery in the United States and in many economies around the world, the FOMC continues to expect inflation to move gradually back toward its objective.",CHAIR YELLEN.
18,The Committee is mindful that inflation running persistently below its objective could pose risks to economic performance.,CHAIR YELLEN.
19,"The Committee also recognizes, however, that policy actions tend to exert pressure on inflation that is manifest only gradually over time.",CHAIR YELLEN.
20,The FOMC will continue assessing incoming data carefully to ensure that policy is consistent with attaining the FOMC’s longer-run objectives of maximum employment and inflation of 2 percent.,CHAIR YELLEN.
21,This outlook is reflected in the individual economic projections submitted in conjunction with this meeting by the 16 FOMC participants—4 Board members and 12 Reserve Bank presidents.,CHAIR YELLEN.
22,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy.",CHAIR YELLEN.
23,The central tendency of the unemployment rate projections has shifted down by about two-tenths since December and now stands at between 6.1 and 6.3 percent at the end of this year.,CHAIR YELLEN.
24,The unemployment rate is projected to reach its longer-run normal level by the end of 2016.,CHAIR YELLEN.
25,The central tendency of the projections for real GDP growth stands at 2.8 to 3 percent for 2014 and remains somewhat above that of the estimates of longer-run normal growth through 2016.,CHAIR YELLEN.
26,"Meanwhile, as I noted, FOMC participants continue to see inflation  tendency of the inflation projections is 1.5 to 1.6 percent in 2014, rising to 1.7 to 2.0 percent in 2016.",CHAIR YELLEN.
27,Let me now return to our decision to make another measured reduction in the pace of asset purchases.,CHAIR YELLEN.
28,"Starting next month, we will be purchasing $55 billion of securities per month, down $10 billion per month from our current rate.",CHAIR YELLEN.
29,"Even after today’s action takes effect, we will continue to significantly expand our holdings of longer-term securities, and we will also continue to roll over maturing Treasury securities and reinvest principal payments from the FOMC’s holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities.",CHAIR YELLEN.
