,Start Time,End Time,Sentence,Speaker,Local Start Time,Rounded Start Local Time,Rounded End Local Time,Closest EURUSD End Close Delayed,Closest EURUSD Start Close non Delayed,EURUSD Close Difference,Closest USA500.IDXUSD End Close Delayed,Closest USA500.IDXUSD Start Close non Delayed,USA500.IDXUSD Close Difference
0,0.000,7.880,Good afternoon.,CHAIR POWELL.,2020-12-16 19:30:00+00:00,2020-12-16 19:30:00+00:00,2020-12-16 19:30:08+00:00,1.21398,1.21411,-0.00012999999999996348,3693.999,3693.633,0.36599999999998545
1,7.880,17.920,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us—maximum employment and price stability.",CHAIR POWELL.,2020-12-16 19:30:07.880000+00:00,2020-12-16 19:30:08+00:00,2020-12-16 19:30:18+00:00,1.21378,1.21399,-0.00020999999999982144,3693.442,3693.999,-0.556999999999789
2,17.920,30.040,"Since the beginning of the pandemic, we have taken forceful actions to provide relief and stability, to ensure that the recovery will be as strong as possible, and to limit lasting damage to the economy.",CHAIR POWELL.,2020-12-16 19:30:17.920000+00:00,2020-12-16 19:30:18+00:00,2020-12-16 19:30:30+00:00,1.21367,1.21368,-1.0000000000065512e-05,3693.436,3693.145,0.29100000000016735
3,30.040,41.040,Today my colleagues on the FOMC and I reaffirmed our strong forward guidance for interest rates and also provided additional guidance for our asset purchases.,CHAIR POWELL.,2020-12-16 19:30:30.040000+00:00,2020-12-16 19:30:30+00:00,2020-12-16 19:30:41+00:00,1.21378,1.21369,9.000000000014552e-05,3693.639,3693.451,0.18800000000010186
4,41.040,51.080,"Together, these measures will ensure that monetary policy will continue to deliver powerful support to the economy until the recovery is complete.",CHAIR POWELL.,2020-12-16 19:30:41.040000+00:00,2020-12-16 19:30:41+00:00,2020-12-16 19:30:51+00:00,1.21382,1.21379,2.999999999997449e-05,3693.942,3693.633,0.30900000000019645
5,51.080,56.640,Economic activity has continued to recover from its depressed second-quarter level.,CHAIR POWELL.,2020-12-16 19:30:51.080000+00:00,2020-12-16 19:30:51+00:00,2020-12-16 19:30:57+00:00,1.21383,1.21388,-5.0000000000105516e-05,3693.642,3694.139,-0.4970000000002983
6,56.640,66.560,"The substantial reopening of the economy led to a rapid rebound in activity, and real GDP rose at an annual rate of 33 percent in the third quarter.",CHAIR POWELL.,2020-12-16 19:30:56.640000+00:00,2020-12-16 19:30:57+00:00,2020-12-16 19:31:07+00:00,1.21383,1.21385,-2.0000000000131024e-05,3694.451,3693.636,0.8150000000000546
7,66.560,70.680,"In recent months, however, the pace of improvement has moderated.",CHAIR POWELL.,2020-12-16 19:31:06.560000+00:00,2020-12-16 19:31:07+00:00,2020-12-16 19:31:11+00:00,1.21384,1.21384,0.0,3694.442,3694.442,0.0
8,70.680,77.920,"Household spending on goods, especially durable goods, has been strong and has moved above its pre-pandemic level.",CHAIR POWELL.,2020-12-16 19:31:10.680000+00:00,2020-12-16 19:31:11+00:00,2020-12-16 19:31:18+00:00,1.2139600000000002,1.21384,0.00012000000000012001,3694.945,3694.654000000001,0.29099999999925785
9,77.920,88.040,"In contrast, spending on services remains low, especially in sectors that typically require people to gather closely, including travel and hospitality.",CHAIR POWELL.,2020-12-16 19:31:17.920000+00:00,2020-12-16 19:31:18+00:00,2020-12-16 19:31:28+00:00,1.21412,1.21395,0.00017000000000000348,3695.648,3694.945,0.7029999999999745
10,88.040,99.040,"The overall rebound in household spending owes in part to federal stimulus payments and expanded unemployment benefits, which provided essential support to many families and individuals.",CHAIR POWELL.,2020-12-16 19:31:28.040000+00:00,2020-12-16 19:31:28+00:00,2020-12-16 19:31:39+00:00,1.21406,1.21413,-7.00000000000145e-05,3695.151,3695.639,-0.48800000000028376
11,99.040,105.320,"The housing sector has fully recovered from the downturn, supported in part by low mortgage interest rates.",CHAIR POWELL.,2020-12-16 19:31:39.040000+00:00,2020-12-16 19:31:39+00:00,2020-12-16 19:31:45+00:00,1.21403,1.21405,-2.0000000000131024e-05,3695.151,3695.499,-0.34799999999995634
12,105.320,108.000,Business investment has also picked up.,CHAIR POWELL.,2020-12-16 19:31:45.320000+00:00,2020-12-16 19:31:45+00:00,2020-12-16 19:31:48+00:00,1.21395,1.21403,-7.999999999985796e-05,3695.199000000001,3695.133,0.06600000000116779
13,108.000,120.680,"The recovery has progressed more quickly than generally expected, and forecasts from FOMC participants for economic growth this year have been revised up since our September Summary of Economic Projections.",CHAIR POWELL.,2020-12-16 19:31:48+00:00,2020-12-16 19:31:48+00:00,2020-12-16 19:32:01+00:00,1.21398,1.21393,5.0000000000105516e-05,3695.451,3695.499,-0.047999999999774445
14,120.680,130.080,"Even so, overall economic activity remains well below its level before the pandemic, and the path ahead remains highly uncertain.",CHAIR POWELL.,2020-12-16 19:32:00.680000+00:00,2020-12-16 19:32:01+00:00,2020-12-16 19:32:10+00:00,1.21393,1.21394,-1.0000000000065512e-05,3696.133,3695.451,0.681999999999789
15,130.080,140.200,"In the labor market, more than half of the 22 million jobs that were lost in March and April have been regained, as many people were able to return to work.",CHAIR POWELL.,2020-12-16 19:32:10.080000+00:00,2020-12-16 19:32:10+00:00,2020-12-16 19:32:20+00:00,1.21399,1.21392,6.999999999979245e-05,3696.151,3696.433,-0.2820000000001528
16,140.200,145.760,"As with overall economic activity, the pace of improvement in the labor market has moderated.",CHAIR POWELL.,2020-12-16 19:32:20.200000+00:00,2020-12-16 19:32:20+00:00,2020-12-16 19:32:26+00:00,1.21409,1.21399,9.999999999998899e-05,3695.954,3696.142,-0.18799999999964712
17,145.760,154.480,"Job growth slowed to 245,000 in November, and while the unemployment rate has continued to decline, it remains elevated at 6.7 percent.",CHAIR POWELL.,2020-12-16 19:32:25.760000+00:00,2020-12-16 19:32:26+00:00,2020-12-16 19:32:34+00:00,1.21416,1.21409,7.00000000000145e-05,3695.942,3695.648,0.29399999999986903
18,154.480,161.040,Participation in the labor market remains notably below pre-pandemic levels.,CHAIR POWELL.,2020-12-16 19:32:34.480000+00:00,2020-12-16 19:32:34+00:00,2020-12-16 19:32:41+00:00,1.21426,1.21422,3.999999999981796e-05,3695.699000000001,3695.648,0.05100000000084037
19,161.040,169.120,"Although there has been much progress in the labor market since the spring, we will not lose sight of the millions of Americans who remain out of work.",CHAIR POWELL.,2020-12-16 19:32:41.040000+00:00,2020-12-16 19:32:41+00:00,2020-12-16 19:32:49+00:00,1.2143700000000002,1.21432,5.0000000000105516e-05,3695.699000000001,3695.699000000001,0.0
20,169.120,182.280,"Looking ahead, FOMC participants project the unemployment rate to continue to decline; the median projection is 5 percent at the end of next year and moves below 4 percent by 2023.",CHAIR POWELL.,2020-12-16 19:32:49.120000+00:00,2020-12-16 19:32:49+00:00,2020-12-16 19:33:02+00:00,1.2143700000000002,1.21432,5.0000000000105516e-05,3695.633,3695.699000000001,-0.06600000000116779
21,182.280,189.360,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been the hardest hit.",CHAIR POWELL.,2020-12-16 19:33:02.280000+00:00,2020-12-16 19:33:02+00:00,2020-12-16 19:33:09+00:00,1.21433,1.21438,-5.0000000000105516e-05,3695.951,3695.942,0.009000000000014552
22,189.360,198.800,"In particular, the high level of joblessness has been especially severe for lower-wage workers in the service sector and for African Americans and Hispanics.",CHAIR POWELL.,2020-12-16 19:33:09.360000+00:00,2020-12-16 19:33:09+00:00,2020-12-16 19:33:19+00:00,1.2144700000000002,1.21436,0.0001100000000000545,3696.136,3695.951,0.18499999999994543
23,198.800,205.320,The economic dislocation has upended many lives and created great uncertainty about the future.,CHAIR POWELL.,2020-12-16 19:33:18.800000+00:00,2020-12-16 19:33:19+00:00,2020-12-16 19:33:25+00:00,1.21457,1.21448,8.999999999992347e-05,3696.448,3696.136,0.31199999999989814
24,205.320,209.960,The pandemic has also left a significant imprint on inflation.,CHAIR POWELL.,2020-12-16 19:33:25.320000+00:00,2020-12-16 19:33:25+00:00,2020-12-16 19:33:30+00:00,1.21459,1.21458,1.0000000000065512e-05,3696.139,3696.448,-0.3089999999997417
25,209.960,217.320,"Following large declines in the spring, consumer prices picked up over the summer but have leveled out more recently.",CHAIR POWELL.,2020-12-16 19:33:29.960000+00:00,2020-12-16 19:33:30+00:00,2020-12-16 19:33:37+00:00,1.2148,1.21462,0.000180000000000069,3696.451,3696.142,0.30900000000019645
26,217.320,223.600,"For those sectors that have been most adversely affected by the pandemic, prices remain particularly soft.",CHAIR POWELL.,2020-12-16 19:33:37.320000+00:00,2020-12-16 19:33:37+00:00,2020-12-16 19:33:44+00:00,1.2148,1.21484,-3.999999999981796e-05,3696.139,3696.154000000001,-0.015000000000782165
27,223.600,230.360,"Overall, on a 12-month basis, inflation remains below our 2 percent longer-run objective.",CHAIR POWELL.,2020-12-16 19:33:43.600000+00:00,2020-12-16 19:33:44+00:00,2020-12-16 19:33:50+00:00,1.21487,1.21478,8.999999999992347e-05,3696.199000000001,3696.139,0.060000000000854925
28,230.360,241.920,The median inflation projection from FOMC participants rises from 1.2 percent this year to 1.8 percent next year and reaches 2 percent in 2023.,CHAIR POWELL.,2020-12-16 19:33:50.360000+00:00,2020-12-16 19:33:50+00:00,2020-12-16 19:34:02+00:00,1.21507,1.21483,0.00024000000000001798,3696.639,3696.139,0.5
29,241.920,250.960,"As we have emphasized throughout the pandemic, the outlook for the economy is extraordinarily uncertain and will depend in large part on the course of the virus.",CHAIR POWELL.,2020-12-16 19:34:01.920000+00:00,2020-12-16 19:34:02+00:00,2020-12-16 19:34:11+00:00,1.21487,1.21505,-0.000180000000000069,3696.454,3696.639,-0.18499999999994543
30,250.960,253.760,Recent news on vaccines has been very positive.,CHAIR POWELL.,2020-12-16 19:34:10.960000+00:00,2020-12-16 19:34:11+00:00,2020-12-16 19:34:14+00:00,1.21493,1.21498,-4.999999999988347e-05,3696.139,3696.139,0.0
31,253.760,262.560,"However, significant challenges and uncertainties remain with regard to the timing, production, and distribution of vaccines as well as their efficacy across different groups.",CHAIR POWELL.,2020-12-16 19:34:13.760000+00:00,2020-12-16 19:34:14+00:00,2020-12-16 19:34:23+00:00,1.21489,1.21487,2.0000000000131024e-05,3696.033,3695.999,0.0340000000001055
32,262.560,269.440,It remains difficult to assess the timing and scope of the economic implications of these developments.,CHAIR POWELL.,2020-12-16 19:34:22.560000+00:00,2020-12-16 19:34:23+00:00,2020-12-16 19:34:29+00:00,1.21487,1.21488,-1.0000000000065512e-05,3695.999,3695.948,0.05099999999993088
33,269.440,280.000,"The ongoing surge in new COVID-19 cases, both here in the United States and abroad, is particularly concerning, and the next few months are likely to be very challenging.",CHAIR POWELL.,2020-12-16 19:34:29.440000+00:00,2020-12-16 19:34:29+00:00,2020-12-16 19:34:40+00:00,1.21488,1.21484,4.0000000000040004e-05,3696.433,3695.999,0.43400000000019645
34,280.000,283.920,All of us have a role to play in our nation’s response to the pandemic.,CHAIR POWELL.,2020-12-16 19:34:40+00:00,2020-12-16 19:34:40+00:00,2020-12-16 19:34:44+00:00,1.2149100000000002,1.21496,-4.999999999988347e-05,3696.639,3696.639,0.0
35,283.920,293.760,Following the advice of public health professionals to keep appropriate social distances and to wear masks in public will help get the economy back to full strength.,CHAIR POWELL.,2020-12-16 19:34:43.920000+00:00,2020-12-16 19:34:44+00:00,2020-12-16 19:34:54+00:00,1.21489,1.2149,-1.0000000000065512e-05,3696.933,3696.499,0.43400000000019645
