,Start Time,End Time,Sentence,Speaker,Local Start Time,Rounded Start Local Time,Rounded End Local Time,Closest EURUSD End Close Delayed,Closest EURUSD Start Close non Delayed,EURUSD Close Difference,Closest USA500.IDXUSD End Close Delayed,Closest USA500.IDXUSD Start Close non Delayed,USA500.IDXUSD Close Difference
0,0.000,9.520,"Good afternoon, everyone.",CHAIR POWELL.,2020-01-29 19:30:00+00:00,2020-01-29 19:30:00+00:00,2020-01-29 19:30:10+00:00,1.10065,1.1007,-5.0000000000105516e-05,3289.546,3289.255,0.2909999999997126
1,9.520,13.120,Thanks for being here.,CHAIR POWELL.,2020-01-29 19:30:09.520000+00:00,2020-01-29 19:30:10+00:00,2020-01-29 19:30:13+00:00,1.10063,1.10063,0.0,3289.546,3289.546,0.0
2,13.120,18.320,"At today’s meeting, my colleagues and I decided to leave our policy rate unchanged.",CHAIR POWELL.,2020-01-29 19:30:13.120000+00:00,2020-01-29 19:30:13+00:00,2020-01-29 19:30:18+00:00,1.10063,1.10063,0.0,3289.546,3289.546,0.0
3,18.320,28.040,"As always, we base our decisions on our judgment of how best to achieve the goals Congress has given us:  maximum employment and price stability.",CHAIR POWELL.,2020-01-29 19:30:18.320000+00:00,2020-01-29 19:30:18+00:00,2020-01-29 19:30:28+00:00,1.10057,1.10057,0.0,3290.0550000000003,3289.6,0.455000000000382
4,28.040,39.800,"We believe monetary policy is well positioned to serve the American people by supporting continued economic growth, a strong job market, and a return of inflation to our symmetric 2 percent goal.",CHAIR POWELL.,2020-01-29 19:30:28.040000+00:00,2020-01-29 19:30:28+00:00,2020-01-29 19:30:40+00:00,1.10059,1.10059,0.0,3289.5550000000003,3290.0550000000003,-0.5
5,39.800,43.200,"The expansion is in its 11th year, the longest on record.",CHAIR POWELL.,2020-01-29 19:30:39.800000+00:00,2020-01-29 19:30:40+00:00,2020-01-29 19:30:43+00:00,1.1006,1.10059,1.0000000000065512e-05,3289.7490000000003,3289.5550000000003,0.19399999999995998
6,43.200,56.040,"Growth in household spending moderated toward the end of last year, but with a healthy job market, rising incomes, and upbeat consumer confidence, the fundamentals supporting household spending are solid.",CHAIR POWELL.,2020-01-29 19:30:43.200000+00:00,2020-01-29 19:30:43+00:00,2020-01-29 19:30:56+00:00,1.10067,1.1006,7.00000000000145e-05,3289.052,3289.5490000000004,-0.4970000000002983
7,56.040,63.960,"In contrast, business investment and exports remain weak, and manufacturing output has declined over the past year.",CHAIR POWELL.,2020-01-29 19:30:56.040000+00:00,2020-01-29 19:30:56+00:00,2020-01-29 19:31:04+00:00,1.10067,1.10067,0.0,3289.255,3289.052,0.20299999999997453
8,63.960,68.960,Sluggish growth abroad and trade developments have been weighing on activity in these sectors.,CHAIR POWELL.,2020-01-29 19:31:03.960000+00:00,2020-01-29 19:31:04+00:00,2020-01-29 19:31:09+00:00,1.10067,1.10067,0.0,3289.052,3289.052,0.0
9,68.960,80.200,"However, some of the uncertainties around trade have diminished recently, and there are some signs that global growth may be stabilizing after declining since mid-2018.",CHAIR POWELL.,2020-01-29 19:31:08.960000+00:00,2020-01-29 19:31:09+00:00,2020-01-29 19:31:20+00:00,1.10065,1.10067,-2.0000000000131024e-05,3288.746,3289.3,-0.5540000000000873
10,80.200,87.560,"Nonetheless, uncertainties about the outlook remain, including those posed by the new coronavirus.",CHAIR POWELL.,2020-01-29 19:31:20.200000+00:00,2020-01-29 19:31:20+00:00,2020-01-29 19:31:28+00:00,1.10059,1.10065,-5.999999999994898e-05,3288.8,3288.5490000000004,0.250999999999749
11,87.560,94.800,"Overall, with monetary and financial conditions supportive, we expect moderate economic growth to continue.",CHAIR POWELL.,2020-01-29 19:31:27.560000+00:00,2020-01-29 19:31:28+00:00,2020-01-29 19:31:35+00:00,1.10059,1.10059,0.0,3288.5550000000003,3288.8,-0.24499999999989086
12,94.800,102.880,"The unemployment rate has been near half-century lows for well more than a year, and the pace of job gains remains solid.",CHAIR POWELL.,2020-01-29 19:31:34.800000+00:00,2020-01-29 19:31:35+00:00,2020-01-29 19:31:43+00:00,1.1006,1.10061,-1.0000000000065512e-05,3288.546,3288.546,0.0
13,102.880,111.600,"Participation in the labor force by people in their prime working years, ages 25 to 54, is at its highest level in more than a decade.",CHAIR POWELL.,2020-01-29 19:31:42.880000+00:00,2020-01-29 19:31:43+00:00,2020-01-29 19:31:52+00:00,1.1006,1.1006,0.0,3288.54,3288.546,-0.005999999999858119
14,111.600,115.560,"And wages have been rising, particularly for lower-paying jobs.",CHAIR POWELL.,2020-01-29 19:31:51.600000+00:00,2020-01-29 19:31:52+00:00,2020-01-29 19:31:56+00:00,1.10059,1.10058,1.0000000000065512e-05,3288.255,3288.54,-0.2849999999998545
15,115.560,123.960,People who live and work in middle-income communities and low-income communities tell us that many who have struggled to find work are now finding new opportunities.,CHAIR POWELL.,2020-01-29 19:31:55.560000+00:00,2020-01-29 19:31:56+00:00,2020-01-29 19:32:04+00:00,1.1006,1.10059,1.0000000000065512e-05,3288.5550000000003,3288.255,0.3000000000001819
16,123.960,140.400,Employment gains have been broad based across all racial and of sustaining the expansion so that the strong job market reaches more of those left behind.,CHAIR POWELL.,2020-01-29 19:32:03.960000+00:00,2020-01-29 19:32:04+00:00,2020-01-29 19:32:20+00:00,1.1006,1.1006,0.0,3289.0550000000003,3289.1,-0.04499999999961801
17,140.400,145.360,Inflation continues to run below our symmetric 2 percent objective.,CHAIR POWELL.,2020-01-29 19:32:20.400000+00:00,2020-01-29 19:32:20+00:00,2020-01-29 19:32:25+00:00,1.1006,1.1006,0.0,3289.3,3289.052,0.2480000000000473
18,145.360,157.320,"Over the 12 months through November, total PCE inflation was 1.5 percent, and core inflation, which excludes volatile food and energy prices, was 1.6 percent.",CHAIR POWELL.,2020-01-29 19:32:25.360000+00:00,2020-01-29 19:32:25+00:00,2020-01-29 19:32:37+00:00,1.10056,1.10059,-2.999999999997449e-05,3289.2490000000003,3289.3,-0.05099999999993088
19,157.320,171.440,"Available data suggest similar inflation readings for December, though we expect inflation to move closer to 2 percent over the next few months as unusually low readings from early 2019 drop out of the calculation.",CHAIR POWELL.,2020-01-29 19:32:37.320000+00:00,2020-01-29 19:32:37+00:00,2020-01-29 19:32:51+00:00,1.10059,1.10056,2.999999999997449e-05,3289.6,3289.2490000000003,0.35099999999965803
20,171.440,184.040,"While low and stable inflation is certainly a good thing, inflation that runs persistently below our objective can lead longer-term inflation expectations to drift down, pulling actual inflation even lower.",CHAIR POWELL.,2020-01-29 19:32:51.440000+00:00,2020-01-29 19:32:51+00:00,2020-01-29 19:33:04+00:00,1.10059,1.10059,0.0,3289.6,3289.6,0.0
21,184.040,189.040,"In turn, interest rates would be lower as well—closer to their effective lower bound.",CHAIR POWELL.,2020-01-29 19:33:04.040000+00:00,2020-01-29 19:33:04+00:00,2020-01-29 19:33:09+00:00,1.10056,1.10056,0.0,3289.6,3289.6,0.0
22,189.040,198.200,"As a result, we would have less room to reduce interest rates to support the economy in a future downturn to the detriment of American families and businesses.",CHAIR POWELL.,2020-01-29 19:33:09.040000+00:00,2020-01-29 19:33:09+00:00,2020-01-29 19:33:18+00:00,1.10056,1.10056,0.0,3289.5550000000003,3289.755,-0.1999999999998181
23,198.200,205.400,"We have seen this dynamic play out in other economies around the world, and we are determined to avoid it here in the United States.",CHAIR POWELL.,2020-01-29 19:33:18.200000+00:00,2020-01-29 19:33:18+00:00,2020-01-29 19:33:25+00:00,1.10055,1.10056,-1.0000000000065512e-05,3289.755,3289.7520000000004,0.0029999999997016857
24,205.400,218.440,"In particular, we believe the current stance of monetary policy is appropriate to support sustained economic growth, a strong labor market, and inflation returning to our 2 percent—symmetric 2 percent objective.",CHAIR POWELL.,2020-01-29 19:33:25.400000+00:00,2020-01-29 19:33:25+00:00,2020-01-29 19:33:38+00:00,1.1005,1.10055,-4.999999999988347e-05,3289.2520000000004,3289.7490000000003,-0.49699999999984357
25,218.440,228.000,"As long as incoming information about the economy remains broadly consistent with this outlook, the current stance of monetary policy likely will remain appropriate.",CHAIR POWELL.,2020-01-29 19:33:38.440000+00:00,2020-01-29 19:33:38+00:00,2020-01-29 19:33:48+00:00,1.10044,1.1005,-5.999999999994898e-05,3288.8,3289.2520000000004,-0.45200000000022555
26,228.000,238.920,"We will be monitoring the effects of the policy actions we took last year, along with other information bearing on the outlook, as we assess the appropriate path of the target range for the federal funds rate.",CHAIR POWELL.,2020-01-29 19:33:48+00:00,2020-01-29 19:33:48+00:00,2020-01-29 19:33:59+00:00,1.10041,1.1004500000000002,-4.0000000000040004e-05,3289.0550000000003,3288.8,0.25500000000010914
27,238.920,244.400,"Of course, if developments emerge that cause a material reassessment of our outlook, we would respond accordingly.",CHAIR POWELL.,2020-01-29 19:33:58.920000+00:00,2020-01-29 19:33:59+00:00,2020-01-29 19:34:04+00:00,1.10034,1.10034,0.0,3289.5550000000003,3289.2490000000003,0.30600000000004
28,244.400,248.960,Policy is not on a preset course.,CHAIR POWELL.,2020-01-29 19:34:04.400000+00:00,2020-01-29 19:34:04+00:00,2020-01-29 19:34:09+00:00,1.10034,1.10034,0.0,3289.5490000000004,3289.5490000000004,0.0
29,248.960,256.280,I will conclude with a brief overview of our current plans for our technical operations to implement monetary policy.,CHAIR POWELL.,2020-01-29 19:34:08.960000+00:00,2020-01-29 19:34:09+00:00,2020-01-29 19:34:16+00:00,1.10041,1.10034,7.00000000000145e-05,3289.5490000000004,3289.5490000000004,0.0
