,Start Time,End Time,Sentence,Speaker,Local Start Time,Rounded Start Local Time,Rounded End Local Time,Closest EURUSD End Close Delayed,Closest EURUSD Start Close non Delayed,EURUSD Close Difference,Closest USA500.IDXUSD End Close Delayed,Closest USA500.IDXUSD Start Close non Delayed,USA500.IDXUSD Close Difference
0,0.000,12.080,Good afternoon.,CHAIR YELLEN.,2017-12-13 19:30:00+00:00,2017-12-13 19:30:00+00:00,2017-12-13 19:30:12+00:00,1.1790200000000002,1.17901,1.0000000000287557e-05,2669.32,2669.32,0.0
1,12.080,25.960,"Today the Federal Open Market Committee decided to raise the target range for the federal funds rate by ¼ percentage point, bringing it to 1¼ to 1½ percent.",CHAIR YELLEN.,2017-12-13 19:30:12.080000+00:00,2017-12-13 19:30:12+00:00,2017-12-13 19:30:26+00:00,1.179,1.1790200000000002,-2.0000000000131024e-05,2669.199,2669.32,-0.12100000000009459
2,25.960,47.400,"Our decision reflects our assessment that a gradual removal of monetary policy accommodation will sustain a strong labor market while fostering a return of inflation to 2 percent, consistent with the maximum employment and price stability objectives assigned to us by law.",CHAIR YELLEN.,2017-12-13 19:30:25.960000+00:00,2017-12-13 19:30:26+00:00,2017-12-13 19:30:47+00:00,1.1790200000000002,1.179,2.0000000000131024e-05,2669.07,2669.199,-0.1289999999999054
3,47.400,53.880,"Before saying more about our decision, I’ll review recent economic developments and the outlook.",CHAIR YELLEN.,2017-12-13 19:30:47.400000+00:00,2017-12-13 19:30:47+00:00,2017-12-13 19:30:54+00:00,1.17887,1.17898,-0.00010999999999983245,2669.07,2669.07,0.0
4,53.880,64.720,"Following a slowdown in the first quarter, economic growth stepped up to a solid 3¼ percent pace in the second and third quarters of the year.",CHAIR YELLEN.,2017-12-13 19:30:53.880000+00:00,2017-12-13 19:30:54+00:00,2017-12-13 19:31:05+00:00,1.17887,1.1789,-2.999999999997449e-05,2669.0690000000004,2669.07,-0.0009999999997489795
5,64.720,76.440,"Household spending has been expanding at a moderate rate, business investment has picked up, and favorable economic conditions abroad have supported exports.",CHAIR YELLEN.,2017-12-13 19:31:04.720000+00:00,2017-12-13 19:31:05+00:00,2017-12-13 19:31:16+00:00,1.17893,1.17886,7.00000000000145e-05,2669.5290000000005,2669.0690000000004,0.4600000000000364
6,76.440,82.760,"Overall, we continue to expect that the economy will expand at a moderate pace.",CHAIR YELLEN.,2017-12-13 19:31:16.440000+00:00,2017-12-13 19:31:16+00:00,2017-12-13 19:31:23+00:00,1.17889,1.17893,-4.0000000000040004e-05,2669.32,2669.5290000000005,-0.2090000000002874
7,82.760,97.080,"While changes in tax policy will likely provide some lift to economic activity in coming years, the magnitude and timing of the macroeconomic effects of any tax package remain uncertain.",CHAIR YELLEN.,2017-12-13 19:31:22.760000+00:00,2017-12-13 19:31:23+00:00,2017-12-13 19:31:37+00:00,1.17907,1.1789,0.00017000000000000348,2669.449,2669.32,0.1289999999999054
8,97.080,114.560,"Smoothing through hurricane-related fluctuations, job gains averaged 170,000 per month over the three months ending in November, well above estimates of the pace necessary to absorb new entrants to the labor force.",CHAIR YELLEN.,2017-12-13 19:31:37.080000+00:00,2017-12-13 19:31:37+00:00,2017-12-13 19:31:55+00:00,1.1792200000000002,1.17916,6.000000000017103e-05,2669.7000000000003,2669.449,0.2510000000002037
9,114.560,129.360,"The unemployment rate has declined further in recent months and, at 4.1 percent in November, was modestly below the median of FOMC participants’ estimates of its longer-run normal level.",CHAIR YELLEN.,2017-12-13 19:31:54.560000+00:00,2017-12-13 19:31:55+00:00,2017-12-13 19:32:09+00:00,1.1792600000000002,1.17919,7.000000000023654e-05,2669.7000000000003,2669.7000000000003,0.0
10,129.360,134.640,Broader measures of labor market utilization have also continued to strengthen.,CHAIR YELLEN.,2017-12-13 19:32:09.360000+00:00,2017-12-13 19:32:09+00:00,2017-12-13 19:32:15+00:00,1.17927,1.17937,-9.999999999998899e-05,2670.0690000000004,2669.8190000000004,0.25
11,134.640,141.800,"Participation in the labor force has changed little, on net, over the past four years.",CHAIR YELLEN.,2017-12-13 19:32:14.640000+00:00,2017-12-13 19:32:15+00:00,2017-12-13 19:32:22+00:00,1.17931,1.17932,-9.999999999843467e-06,2670.07,2670.0690000000004,0.0009999999997489795
12,141.800,158.280,"Given the underlying downward trend in participation stemming largely from the aging of the U.S. population, a relatively steady participation rate is a further sign of improved conditions in the labor market.",CHAIR YELLEN.,2017-12-13 19:32:21.800000+00:00,2017-12-13 19:32:22+00:00,2017-12-13 19:32:38+00:00,1.17934,1.17928,5.999999999994898e-05,2670.07,2670.07,0.0
13,158.280,163.840,We expect that the job market will remain strong in the years ahead.,CHAIR YELLEN.,2017-12-13 19:32:38.280000+00:00,2017-12-13 19:32:38+00:00,2017-12-13 19:32:44+00:00,1.17938,1.17933,5.0000000000105516e-05,2670.0690000000004,2669.9500000000003,0.11900000000014188
14,163.840,169.800,You may have noticed that we altered the statement language about the labor market outlook.,CHAIR YELLEN.,2017-12-13 19:32:43.840000+00:00,2017-12-13 19:32:44+00:00,2017-12-13 19:32:50+00:00,1.17927,1.17933,-5.999999999994898e-05,2670.28,2670.0690000000004,0.21099999999978536
15,169.800,183.200,"This change highlights that the Committee expects the labor market to remain strong, with sustained job creation, ample opportunities for workers, and rising wages.",CHAIR YELLEN.,2017-12-13 19:32:49.800000+00:00,2017-12-13 19:32:50+00:00,2017-12-13 19:33:03+00:00,1.17921,1.17927,-5.999999999994898e-05,2670.0690000000004,2670.07,-0.0009999999997489795
16,183.200,199.600,"We anticipate some further strengthening in labor market conditions in the months ahead; however, we expect the pace of job gains to moderate over time as we gradually reduce the degree of monetary policy accommodation.",CHAIR YELLEN.,2017-12-13 19:33:03.200000+00:00,2017-12-13 19:33:03+00:00,2017-12-13 19:33:20+00:00,1.17917,1.17921,-4.0000000000040004e-05,2670.2790000000005,2670.0690000000004,0.21000000000003638
17,199.600,212.480,"Allowing the labor market to overheat would raise the risk that monetary policy would need to tighten abruptly at a later stage, jeopardizing the economic expansion.",CHAIR YELLEN.,2017-12-13 19:33:19.600000+00:00,2017-12-13 19:33:20+00:00,2017-12-13 19:33:32+00:00,1.17921,1.17918,3.0000000000196536e-05,2670.0690000000004,2670.2790000000005,-0.21000000000003638
18,212.480,223.720,"Even with a firming of economic growth and a stronger labor market, inflation has continued to run below the FOMC’s 2 percent longer-run objective.",CHAIR YELLEN.,2017-12-13 19:33:32.480000+00:00,2017-12-13 19:33:32+00:00,2017-12-13 19:33:44+00:00,1.17918,1.17921,-3.0000000000196536e-05,2670.449,2670.0690000000004,0.3799999999996544
19,223.720,236.520,"The 12-month change in the price index for personal consumption expenditures was 1.6 percent in October, up a bit from the summer but still below rates seen earlier in the year.",CHAIR YELLEN.,2017-12-13 19:33:43.720000+00:00,2017-12-13 19:33:44+00:00,2017-12-13 19:33:57+00:00,1.17914,1.17903,0.0001100000000000545,2670.199,2670.449,-0.25
20,236.520,246.880,Core inflation—which excludes the volatile food and energy categories—has followed a similar pattern and was 1.4 percent in October.,CHAIR YELLEN.,2017-12-13 19:33:56.520000+00:00,2017-12-13 19:33:57+00:00,2017-12-13 19:34:07+00:00,1.17911,1.17908,3.0000000000196536e-05,2670.5290000000005,2670.199,0.330000000000382
21,246.880,259.920,We continue to believe that this year’s surprising softness in inflation primarily reflects transitory developments that are largely unrelated to broader economic conditions.,CHAIR YELLEN.,2017-12-13 19:34:06.880000+00:00,2017-12-13 19:34:07+00:00,2017-12-13 19:34:20+00:00,1.17919,1.17916,2.999999999997449e-05,2670.4500000000003,2670.53,-0.07999999999992724
22,259.920,268.080,"As a result, we still expect inflation will move up and stabilize around 2 percent over the next couple of years.",CHAIR YELLEN.,2017-12-13 19:34:19.920000+00:00,2017-12-13 19:34:20+00:00,2017-12-13 19:34:28+00:00,1.17906,1.17916,-9.999999999998899e-05,2670.449,2670.4500000000003,-0.0010000000002037268
23,268.080,275.560,"Nonetheless, as I’ve noted previously, our understanding of the forces driving inflation is imperfect.",CHAIR YELLEN.,2017-12-13 19:34:28.080000+00:00,2017-12-13 19:34:28+00:00,2017-12-13 19:34:36+00:00,1.17896,1.17906,-9.999999999998899e-05,2670.449,2670.449,0.0
24,275.560,285.920,"As emphasized in our statement, we will carefully monitor actual and expected inflation developments relative to our symmetric inflation goal.",CHAIR YELLEN.,2017-12-13 19:34:35.560000+00:00,2017-12-13 19:34:36+00:00,2017-12-13 19:34:46+00:00,1.17853,1.17896,-0.00042999999999993044,2670.5690000000004,2670.449,0.12000000000034561
25,285.920,297.560,"And, as I’ve noted before, we are prepared to adjust monetary policy as needed to achieve our inflation and employment objectives over the medium term.",CHAIR YELLEN.,2017-12-13 19:34:45.920000+00:00,2017-12-13 19:34:46+00:00,2017-12-13 19:34:58+00:00,1.17845,1.17847,-1.999999999990898e-05,2670.949,2670.5690000000004,0.3799999999996544
26,297.560,303.560,Let me turn to the economic projections that Committee participants submitted for this meeting.,CHAIR YELLEN.,2017-12-13 19:34:57.560000+00:00,2017-12-13 19:34:58+00:00,2017-12-13 19:35:04+00:00,1.17863,1.1785,0.00012999999999996348,2670.449,2670.82,-0.3710000000000946
27,303.560,319.560,"As always, participants conditioned their projections on their own individual views of appropriate monetary policy, which, in turn, depend on each participant’s assessment of the many factors that shape the outlook.",CHAIR YELLEN.,2017-12-13 19:35:03.560000+00:00,2017-12-13 19:35:04+00:00,2017-12-13 19:35:20+00:00,1.17846,1.1786,-0.000140000000000029,2670.2790000000005,2670.449,-0.169999999999618
28,319.560,336.400,"The median projection for growth of inflation-adjusted gross domestic product, or real GDP, is 2½ percent this year and next and moderates to 2 percent by 2020, a bit above its estimated longer-run rate.",CHAIR YELLEN.,2017-12-13 19:35:19.560000+00:00,2017-12-13 19:35:20+00:00,2017-12-13 19:35:36+00:00,1.1784100000000002,1.17845,-3.999999999981796e-05,2670.199,2670.4500000000003,-0.2510000000002037
29,336.400,352.000,"The median projection for the unemployment rate stands at 4.1 percent in the fourth quarter of this year and runs close to 4 percent over the next three years, modestly below the median estimate of its longer-run normal rate.",CHAIR YELLEN.,2017-12-13 19:35:36.400000+00:00,2017-12-13 19:35:36+00:00,2017-12-13 19:35:52+00:00,1.17836,1.17837,-9.999999999843467e-06,2670.199,2670.3790000000004,-0.18000000000029104
30,352.000,363.840,"Finally, the median inflation projection is 1.7 percent this year, 1.9 percent next year, and 2 percent in 2019 and 2020.",CHAIR YELLEN.,2017-12-13 19:35:52+00:00,2017-12-13 19:35:52+00:00,2017-12-13 19:36:04+00:00,1.17818,1.17833,-0.0001500000000000945,2669.949,2670.07,-0.12100000000009459
31,363.840,375.200,"Compared with the projections made in September, real GDP growth is a little stronger, the unemployment rate is a bit lower, and inflation is essentially unchanged.",CHAIR YELLEN.,2017-12-13 19:36:03.840000+00:00,2017-12-13 19:36:04+00:00,2017-12-13 19:36:15+00:00,1.17826,1.17816,9.999999999998899e-05,2669.949,2669.949,0.0
