Local time,Ask,Bid,AskVolume,BidVolume
11.12.2019 00:00:00.089 GMT+0100,157.877,157.843,0.0205,0.0195
11.12.2019 00:00:01.156 GMT+0100,157.907,157.875,0.0154,0.0146
11.12.2019 00:00:15.089 GMT+0100,157.908,157.874,0.0154,0.0146
11.12.2019 00:00:21.629 GMT+0100,157.877,157.858,0.0154,0.75
11.12.2019 00:00:21.758 GMT+0100,157.877,157.843,0.0154,0.0146
11.12.2019 00:00:22.591 GMT+0100,157.877,157.858,0.0154,0.75
11.12.2019 00:00:22.641 GMT+0100,157.908,157.874,0.0154,0.0146
11.12.2019 00:00:24.726 GMT+0100,157.907,157.875,0.0154,0.0146
11.12.2019 00:00:25.366 GMT+0100,157.908,157.874,0.0154,0.0146
11.12.2019 00:00:58.101 GMT+0100,157.939,157.905,1.03,0.0146
11.12.2019 00:00:58.151 GMT+0100,157.939,157.905,0.0154,0.0146
11.12.2019 00:01:00.324 GMT+0100,157.938,157.906,0.0154,0.0146
11.12.2019 00:01:03.960 GMT+0100,157.939,157.905,0.0154,0.0146
11.12.2019 00:02:00.077 GMT+0100,157.938,157.906,0.0205,0.0195
11.12.2019 00:03:09.074 GMT+0100,157.939,157.905,0.0205,0.0195
11.12.2019 00:05:06.968 GMT+0100,157.939,157.905,0.0205,0.0195
11.12.2019 00:05:28.401 GMT+0100,157.938,157.906,0.0205,0.0195
11.12.2019 00:05:45.799 GMT+0100,157.939,157.905,0.0205,0.0195
11.12.2019 00:06:19.152 GMT+0100,157.938,157.906,0.0205,0.0195
11.12.2019 00:06:19.298 GMT+0100,157.938,157.918,0.0154,0.75
11.12.2019 00:06:19.348 GMT+0100,157.971,157.937,0.0154,0.0146
11.12.2019 00:06:20.236 GMT+0100,157.97,157.938,0.0154,0.0146
11.12.2019 00:06:25.159 GMT+0100,157.971,157.937,0.0154,0.0146
11.12.2019 00:06:36.634 GMT+0100,157.97,157.938,0.0154,0.0146
11.12.2019 00:08:06.754 GMT+0100,157.971,157.937,0.0205,0.0195
11.12.2019 00:08:17.319 GMT+0100,157.97,157.938,0.0205,0.0195
11.12.2019 00:08:22.677 GMT+0100,157.971,157.937,0.0205,0.0195
11.12.2019 00:08:48.983 GMT+0100,157.97,157.938,0.0205,0.0195
11.12.2019 00:09:48.239 GMT+0100,157.971,157.937,0.0205,0.0195
11.12.2019 00:10:27.204 GMT+0100,157.97,157.938,0.0205,0.0195
11.12.2019 00:13:51.195 GMT+0100,157.971,157.937,0.0205,0.0195
11.12.2019 00:15:00.320 GMT+0100,157.97,157.938,0.0205,0.0195
