,Sentences,Speaker
0,Good afternoon.,CHAIR POWELL.
1,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us:  maximum employment and price stability.",CHAIR POWELL.
2,"Today, in support of these goals, the Federal Open Market Committee kept interest rates near zero and updated its assessment of the progress that the economy has made toward the criteria specified in the Committee’s forward guidance for interest rates.",CHAIR POWELL.
3,"In addition, in light of the strengthening labor market and elevated inflation pressures, we decided to speed up the reductions in our asset purchases.",CHAIR POWELL.
4,"As I will explain, economic developments and changes in the outlook warrant this evolution of monetary policy, which will continue to provide appropriate support for the economy.",CHAIR POWELL.
5,"Economic activity is on track to expand at a robust pace this year, reflecting progress on vaccinations and the reopening of the economy.",CHAIR POWELL.
6,"Aggregate demand remains very strong, buoyed by fiscal and monetary policy support and the healthy financial positions of households and businesses.",CHAIR POWELL.
7,"The rise in COVID cases in recent weeks, along with the emergence of the Omicron variant, pose[s] risks to the outlook.",CHAIR POWELL.
8,"Notwithstanding the effects of the virus and supply constraints, FOMC participants continue to foresee rapid growth.",CHAIR POWELL.
9,"As shown in our Summary of Economic Projections (SEP), the median projection for real GDP growth stands at 5.5 percent this year and 4 percent next year.",CHAIR POWELL.
10,"Amid improving labor market conditions and very strong demand for workers, the economy has been making rapid progress toward maximum employment.",CHAIR POWELL.
11,"Job gains have been solid in recent months, averaging 378,000 per month over the last three months.",CHAIR POWELL.
12,The unemployment rate has declined substantially—falling 6/10 of a percentage point since our last meeting and reaching 4.2 percent in November.,CHAIR POWELL.
13,"The recent improvements in labor market conditions have narrowed the differences in employment across groups, especially for workers at the lower end of the wage distribution, as well as for African Americans and Hispanics.",CHAIR POWELL.
14,"Labor force participation showed a welcome rise in November—but remains subdued, in part reflecting the aging of the population and retirements.",CHAIR POWELL.
15,"In addition, some who otherwise would be seeking work report that they are out of the labor force because of factors related to the pandemic, including caregiving needs and ongoing concerns about the virus.",CHAIR POWELL.
16,"At the same time, employers are having difficulties filling job openings, and wages are rising at their fastest pace in many years.",CHAIR POWELL.
17,"How long the labor shortages will persist is unclear, particularly if additional waves of the virus occur.",CHAIR POWELL.
18,"Looking ahead, FOMC participants project the labor market to continue to improve, with the median projection for the unemployment rate declining to 3.5 percent by the end of the year.",CHAIR POWELL.
19,"Compared with the projections made in September, participants have revised their unemployment rate projections noticeably lower for this year and next.",CHAIR POWELL.
20,Supply and demand imbalances related to the pandemic and [to] the reopening of the economy have continued to contribute to elevated levels of inflation.,CHAIR POWELL.
21,"In particular, bottlenecks and supply constraints are limiting how quickly production can respond to higher demand in the near term.",CHAIR POWELL.
22,"These problems have been larger and longer lasting than anticipated, exacerbated by waves of the virus.",CHAIR POWELL.
23,"As a result, overall inflation is running well above our 2 percent longer-run goal and will likely continue to do so well into next year.",CHAIR POWELL.
24,"While the drivers of higher inflation have been predominantly connected to the dislocations caused by the pandemic, price increases have now spread to a broader range of goods and services.",CHAIR POWELL.
25,"Wages have also risen briskly, but, thus far, wage growth has not been a major contributor to the elevated levels of inflation.",CHAIR POWELL.
