,Sentences,Speaker
0,Good afternoon.,CHAIR POWELL.
1,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us:  maximum employment and price stability.",CHAIR POWELL.
2,"Today, in support of these goals, the Federal Open Market Committee kept its policy interest rate near zero and stated its expectation that an increase in this rate would soon be appropriate.",CHAIR POWELL.
3,The Committee also agreed to continue reducing its net asset purchases on the schedule we announced in December—bringing them to an end in early March.,CHAIR POWELL.
4,"As I will explain, against a backdrop of elevated inflation and a strong labor market, our policy has been adapting to the evolving economic environment, and it will continue to do so.",CHAIR POWELL.
5,"Economic activity expanded at a robust pace last year, reflecting progress on vaccinations and the reopening of the economy, fiscal and monetary policy support, and the healthy financial positions of households and businesses.",CHAIR POWELL.
6,"Indeed, the economy has shown great strength and resilience in the face of the ongoing pandemic.",CHAIR POWELL.
7,The recent sharp rise in COVID cases associated with the Omicron variant will surely weigh on economic growth this quarter.,CHAIR POWELL.
8,"High-frequency indicators point to reduced spending in COVID-sensitive sectors, such as travel and restaurants.",CHAIR POWELL.
9,"And activity more broadly may also be affected as many workers are unable to report for work because of illness, quarantines, or caregiving needs.",CHAIR POWELL.
10,"Fortunately, health experts are finding that the Omicron variant has not been as virulent as previous strains of the virus, and they expect that cases will drop off rapidly.",CHAIR POWELL.
11,"If the wave passes quickly, the economic effects should as well, and we would see a return to strong growth.",CHAIR POWELL.
12,"That said, the implications for the economy remain uncertain.",CHAIR POWELL.
13,"And we have not lost sight of the lines, the virus continues to cause great hardship.",CHAIR POWELL.
14,"The labor market has made remarkable progress and, by many measures, is very strong.",CHAIR POWELL.
15,"Job gains have been solid in recent months, averaging 365,000 per month over the past three months.",CHAIR POWELL.
16,"Over the past year, payroll employment has risen by 6.4 million jobs.",CHAIR POWELL.
17,"The unemployment rate has declined sharply, falling 2 percentage points over the past six months to reach 3.9 percent in December.",CHAIR POWELL.
18,"The improvements in labor market conditions have been widespread, including for workers at the lower end of the wage distribution, as well as for African Americans and Hispanics.",CHAIR POWELL.
19,Labor demand remains historically strong.,CHAIR POWELL.
20,"With constraints on labor supply, employers are having difficulties filling job openings, and wages are rising at their fastest pace in many years.",CHAIR POWELL.
21,"While labor force participation has edged up, it remains subdued, in part reflecting the aging of the population and retirements.",CHAIR POWELL.
22,"In addition, some who would otherwise would be seeking work report that they are out of the labor force because of factors related to the pandemic, including caregiving needs and ongoing concerns about the virus.",CHAIR POWELL.
23,The current wave of the virus may well prolong these effects.,CHAIR POWELL.
24,"Over time, there are good reasons to expect some further improvements in participation and employment.",CHAIR POWELL.
25,Inflation remains well above our longer-run goal of 2 percent.,CHAIR POWELL.
26,Supply and demand imbalances related to the pandemic and [to] the reopening of the economy have continued to contribute to elevated levels of inflation.,CHAIR POWELL.
27,"In particular, bottlenecks and supply constraints are limiting how quickly production can respond to higher demand in the near term.",CHAIR POWELL.
28,"These problems have been larger and longer lasting than anticipated, exacerbated by waves of the virus.",CHAIR POWELL.
29,"dislocations caused by the pandemic, price increases have now spread to a broader range of goods and services.",CHAIR POWELL.
