,Sentences,Speaker
0,"Good afternoon, everyone.",CHAIR POWELL.
1,"To begin, I’d like to say a few words about Paul Volcker, who, as you know, passed away earlier this week.",CHAIR POWELL.
2,Paul Volcker served as Federal Reserve Chair from 1979 to 1987.,CHAIR POWELL.
3,He accomplished many things during his long and distinguished career at the Fed and elsewhere.,CHAIR POWELL.
4,"Of course, he’s best known for leading the fight to tame the double-digit inflation that he inherited as Chair, thus laying the foundation for the prosperity and price stability we enjoy today.",CHAIR POWELL.
5,But what is perhaps most admirable about him—more than his many accomplishments—was his character.,CHAIR POWELL.
6,"He believed that there is no higher calling than public service, and he dedicated the lion’s share of his life to it.",CHAIR POWELL.
7,"With courage, integrity, and tenacity, he always pursued the policies that he believed would ultimately benefit all Americans.",CHAIR POWELL.
8,My colleagues and I continue to draw inspiration from his example.,CHAIR POWELL.
9,"Turning to today’s meeting, my colleagues and I decided to leave our policy rate unchanged after lowering it a total of ¾ percentage point at the previous three meetings.",CHAIR POWELL.
10,"As always, we base our decisions on judgment of how best to achieve the goals Congress has given us:  maximum employment and price stability.",CHAIR POWELL.
11,Our economic outlook remains a favorable one despite global developments and ongoing risks.,CHAIR POWELL.
12,"With our decisions through the course of the past year, we believe that monetary policy is well positioned to serve the American people by supporting continued economic growth, a strong job market, and inflation near our symmetric 2 percent goal.",CHAIR POWELL.
13,"The economic expansion is in its 11th year, the longest on record.",CHAIR POWELL.
14,"Household spending has been strong, supported by a healthy job market, rising incomes, and solid consumer confidence.",CHAIR POWELL.
15,"In contrast, business investment and exports remain weak, and manufacturing output has declined over the past year.",CHAIR POWELL.
16,"As has been the case for some time, sluggish growth abroad and trade developments have been weighing on those sectors.",CHAIR POWELL.
17,"Even so, the overall economy has been growing moderately.",CHAIR POWELL.
18,"And with a strong household sector and supportive monetary and financial conditions, we expect moderate growth to continue.",CHAIR POWELL.
19,"As seen from FOMC participants’ most recent projections, the median expectation for real GDP growth slows slightly over the next few years but remains near 2 percent.",CHAIR POWELL.
20,"The unemployment rate has been near half-century lows for well more than a year, and the pace of job gains remains solid.",CHAIR POWELL.
21,"Participation in the labor force by people in their prime working years, ages 25 through 54, has been increasing.",CHAIR POWELL.
22,"And wages have been rising, particularly for lower-paying jobs.",CHAIR POWELL.
23,People who live and work in low- and middle-income communities tell us that many who have struggled to find work are now finding new opportunities.,CHAIR POWELL.
24,Employment gains have been broad based across all racial and ethnic groups and all levels of education.,CHAIR POWELL.
