,Sentences,Speaker
0,Good afternoon.,CHAIR POWELL.
1,"At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us:  maximum employment and price stability.",CHAIR POWELL.
2,"Today, the Federal Open Market Committee kept interest rates near zero and maintained our current pace of asset purchases.",CHAIR POWELL.
3,"These measures, along with our strong guidance on interest rates and on our balance sheet, will ensure that monetary policy will continue to support the economy until the recovery is complete.",CHAIR POWELL.
4,Progress on vaccinations and unprecedented fiscal policy actions are also providing strong support to the recovery.,CHAIR POWELL.
5,Indicators of economic activity and employment have continued to strengthen.,CHAIR POWELL.
6,"Real GDP rose at a robust 6.4 percent pace in the first half of the year, and growth is widely expected to continue at a strong pace in the second half.",CHAIR POWELL.
7,"The sectors most adversely affected by the pandemic have improved in recent months, but the rise in COVID-19 cases has slowed their recovery.",CHAIR POWELL.
8,"Household spending rose at an especially rapid pace over the first half of the year but flattened out in July and August as spending softened in COVID-sensitive sectors, such as travel and restaurants.",CHAIR POWELL.
9,"Additionally, in some industries, near-term supply constraints are restraining activity.",CHAIR POWELL.
10,"These constraints are particularly acute in the motor vehicle industry, where the worldwide shortage of semiconductors has sharply curtailed production.",CHAIR POWELL.
11,"Partly reflecting the effects of the virus and supply constraints, forecasts from FOMC participants for economic growth this year have been revised somewhat lower since our June Summary of Economic Projections, but participants still foresee rapid growth.",CHAIR POWELL.
12,"As with overall economic activity, conditions in the labor market have continued to improve.",CHAIR POWELL.
13,"Demand for labor is very strong, and job gains averaged 750,000 per month over the past three months.",CHAIR POWELL.
14,"In August, however, job gains slowed markedly, with the slowdown concentrated in sectors most sensitive to the pandemic, including leisure and hospitality.",CHAIR POWELL.
15,"The unemployment rate was 5.2 percent in August, and this figure understates the shortfall in employment, particularly as participation in the labor market has not moved up from the low rates that have prevailed for most of the past year.",CHAIR POWELL.
16,"Factors related to the pandemic, such as caregiving needs and ongoing fears of the virus, appear to be weighing on employment growth.",CHAIR POWELL.
17,"These factors should diminish with progress on containing the virus, leading to more rapid gains in employment.",CHAIR POWELL.
18,"Looking ahead, FOMC participants project the labor market to continue to improve, with the median projection for the unemployment rate standing at 4.8 percent at the end of this year and 3.5 percent in 2023 and ’24.",CHAIR POWELL.
19,"The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been hardest hit.",CHAIR POWELL.
20,"In particular, despite progress, joblessness continues to fall disproportionately on lower-wage workers in the service sector and on African Americans and Hispanics.",CHAIR POWELL.
21,Inflation is elevated and will likely remain so in coming months before moderating.,CHAIR POWELL.
22,"As the economy continues to reopen and spending rebounds, we are seeing upward pressure on prices, particularly because supply bottlenecks in some sectors have limited how quickly production can respond in the near term.",CHAIR POWELL.
23,"These bottleneck effects have been larger and longer lasting than anticipated, leading to upward revisions to participants’ inflation projections for this year.",CHAIR POWELL.
24,"While these supply effects are prominent for now, they will abate, and as they do, inflation is expected to drop back toward our longer-run goal.",CHAIR POWELL.
25,The median inflation projection from FOMC participants falls from 4.2 percent this year to 2.2 percent next year.,CHAIR POWELL.
