,Sentences,Speaker
0,Good afternoon.,CHAIR YELLEN.
1,"Today the Federal Open Market Committee decided to raise the target range for the federal funds rate by ¼ percentage point, bringing it to ¾ to 1 percent.",CHAIR YELLEN.
2,Our decision to make another gradual reduction in the amount of policy accommodation reflects the economy’s continued progress toward the employment and price stability objectives assigned to us by law.,CHAIR YELLEN.
3,"For some time the Committee has judged that, if economic conditions evolved as anticipated, gradual increases in the federal funds rate would likely be appropriate to achieve and maintain our objectives.",CHAIR YELLEN.
4,Today’s decision is in line with that view and does not represent a reassessment of the economic outlook or of the appropriate course for monetary policy.,CHAIR YELLEN.
5,"I’ll have more to say about monetary policy shortly, but first I’ll review recent economic developments and the outlook.",CHAIR YELLEN.
6,The economy continues to expand at a moderate pace.,CHAIR YELLEN.
7,Solid income gains and relatively high levels of consumer sentiment and wealth have supported household spending growth.,CHAIR YELLEN.
8,"Business investment, which was soft for much of last year, has firmed somewhat, and business sentiment is at favorable levels.",CHAIR YELLEN.
9,"Overall, we continue to expect that the economy will expand at a moderate pace over the next few years.",CHAIR YELLEN.
10,"Job gains averaged about 200,000 per month over the past three months, maintaining the solid pace we have seen over the past year.",CHAIR YELLEN.
11,"The unemployment rate was 4.7 percent in February, near its recent low.",CHAIR YELLEN.
12,Broader measures of labor market underutilization also remain low.,CHAIR YELLEN.
13,"Participation in the labor force has been little changed, on net, for about three years.",CHAIR YELLEN.
14,"Given the underlying downward trend in participation stemming largely from the aging of the U.S. population, a relatively steady participation rate is a further sign of improving conditions in the labor market.",CHAIR YELLEN.
15,"Looking ahead, we expect that job conditions will strengthen somewhat further.",CHAIR YELLEN.
16,"expenditures rose to nearly 2 percent in January, up from less than 1 percent last summer.",CHAIR YELLEN.
17,"That rise was largely driven by energy prices, which have been increasing recently after earlier declines.",CHAIR YELLEN.
18,Core inflation—which excludes volatile energy and food prices and tends to be a better indicator of future inflation—has been little changed in recent months at about 1¾ percent.,CHAIR YELLEN.
19,"We expect core inflation to move up and overall inflation to stabilize around 2 percent over the next couple of years, in line with our longer-run objective.",CHAIR YELLEN.
20,Let me now turn to the economic projections that were submitted for this meeting by Committee participants.,CHAIR YELLEN.
21,"As always, participants conditioned their projections on their own individual views of appropriate monetary policy, which, in turn, depend on each participant’s assessment of the many factors that shape the outlook.",CHAIR YELLEN.
22,"The median projection for growth of inflation-adjusted gross domestic product is 2.1 percent this year and next, and edges down to 1.9 percent in 2019, slightly above its estimated longer-run rate.",CHAIR YELLEN.
23,"The median projection for the unemployment rate stands at 4.5 percent in the fourth quarter of this year and remains at that level over the next two years, modestly below the median estimate of its longer-run normal rate.",CHAIR YELLEN.
24,"Finally, the median inflation projection is 1.9 percent this year and rises to 2 percent in 2018 and 2019.",CHAIR YELLEN.
25,These economic projections are very little changed from those made in December.,CHAIR YELLEN.
26,"Returning to monetary policy, the Committee judged that a modest increase in the federal funds rate is appropriate in light of the economy’s solid progress toward our goals of maximum employment and price stability.",CHAIR YELLEN.
27,"Even after this increase, monetary policy remains accommodative, thus supporting some further strengthening in the job market and a sustained return to 2 percent inflation.",CHAIR YELLEN.
28,Today’s decision also reflects our view that waiting too long to scale back some accommodation could potentially require us to raise rates rapidly sometime into recession.,CHAIR YELLEN.
29,We continue to expect that the ongoing strength of the economy will warrant gradual increases in the federal funds rate to achieve and maintain our objectives.,CHAIR YELLEN.
30,"That’s based on our view that the neutral nominal federal funds rate—that is, the interest rate that is neither expansionary nor contractionary and keeps the economy operating on an even keel—is currently quite low by historical standards.",CHAIR YELLEN.
31,That means that the federal funds rate does not have to rise by all that much to get to a neutral policy stance.,CHAIR YELLEN.
32,"We also expect the neutral level of the federal funds rate to rise somewhat over time, meaning that additional gradual rate hikes are likely to be appropriate over the next few years to sustain the economic expansion.",CHAIR YELLEN.
33,"Even so, the Committee continues to anticipate that the longer-run neutral level of the federal funds rate is still likely to remain below levels that prevailed in previous decades.",CHAIR YELLEN.
34,This view is consistent with participants’ projections of appropriate monetary policy.,CHAIR YELLEN.
35,"The median projection for the federal funds rate is 1.4 percent at the end of this year, 2.1 percent at the end of next year, and 3 percent at the end of 2019, in line with its estimated longer-run value.",CHAIR YELLEN.
36,"Compared with the projections made in December, the median path for the federal funds rate is essentially unchanged.",CHAIR YELLEN.
37,"As always, the economic outlook is highly uncertain, and participants will adjust their assessments of the appropriate path for the federal funds rate in response to changes to their economic outlooks and views of the risks to their outlooks.",CHAIR YELLEN.
38,"Changes in economic policies, including fiscal and other policies, could potentially affect the economic outlook.",CHAIR YELLEN.
39,"Of course, it is still too early to know how these policies will unfold.",CHAIR YELLEN.
40,"Moreover, fiscal policy is only one of many factors that can influence the outlook.",CHAIR YELLEN.
41,"In making our decisions, we will continue—as policy is not on a preset course.",CHAIR YELLEN.
42,"Finally, we will continue to reinvest proceeds from maturing Treasury securities and principal payments from agency debt and mortgage-backed securities.",CHAIR YELLEN.
43,"This policy, by keeping the Committee’s holdings of longer-term securities at sizable levels, has helped maintain accommodative financial conditions.",CHAIR YELLEN.
44,"As a matter of prudent planning, we discussed at this meeting a number of issues related to an eventual change to our reinvestment policy.",CHAIR YELLEN.
45,"We made no decisions, and we will continue our discussion at subsequent meetings.",CHAIR YELLEN.
46,"In keeping with the principle that the process of normalizing our balance sheet will be gradual and predictable, we will provide more information about our plans as it becomes available.",CHAIR YELLEN.
47,Thank you.,CHAIR YELLEN.
48,I’d be happy to take your questions.,CHAIR YELLEN.
49,Thanks very much.,SAM FLEMING.
50,Sam Fleming from the Financial Times.,SAM FLEMING.
51,"Could I take you up on the last topic, which is the balance sheet normalization?",SAM FLEMING.
52,"Clearly you said you don’t want to start pulling in the size of the balance sheet until normalization “is well under way.”  Could you give us some sort of sense about what “well under way” means, at least in your mind?",SAM FLEMING.
53,What kind of hurdles are you setting?,SAM FLEMING.
54,What kind of economic conditions would you like to see?,SAM FLEMING.
55,Is it just a matter of the level of the short-term federal funds rate as being the main issue?,SAM FLEMING.
56,And what kind of role do you see the role of the balance sheet playing in the normalization process over the longer term?,SAM FLEMING.
57,"Is it an active tool, or is it a passive tool?",SAM FLEMING.
58,Thanks.,SAM FLEMING.
59,So let me start with the second question first.,CHAIR YELLEN.
60,We’ve emphasized for quite some time that the Committee wishes to use variations in the fed funds rate target—our short-term interest rate target—as our key active tool of policy.,CHAIR YELLEN.
61,We think it’s much easier in using that tool to communicate the stance of policy.,CHAIR YELLEN.
62,"We have much more experience with it and a tool that we could conceivably resort to if we found ourselves in a serious downturn where we were, again, up against the zero bound and faced with substantial weakness in the economy, it’s not a tool that we would want to use as a routine tool of policy.",CHAIR YELLEN.
63,You asked what “well under way” means.,CHAIR YELLEN.
64,I can’t give you a specific answer to that.,CHAIR YELLEN.
65,And I think the right—the right way to look at it is in qualitative and not quantitative terms.,CHAIR YELLEN.
