,Sentences,Speaker
0,Good afternoon.,CHAIR YELLEN.
1,"As you know, the Federal Open Market Committee this afternoon reaffirmed the current 0 to ¼ percent target range for the federal funds rate.",CHAIR YELLEN.
2,"We also updated our forward guidance, indicating that an increase in the target range for the federal funds rate remains unlikely at our next meeting in April.",CHAIR YELLEN.
3,"With continued improvement in economic conditions, however, we do not want to rule out the possibility that an increase in the target range could be warranted at subsequent meetings.",CHAIR YELLEN.
4,"Let me emphasize, however, that the timing of the initial increase in the target range will depend on the Committee’s assessment of incoming information.",CHAIR YELLEN.
5,Today’s modification of our guidance should not be interpreted to mean that we have decided on the timing of that increase.,CHAIR YELLEN.
6,"In other words, just because we removed the word “patient” from the statement doesn’t mean we are going to be impatient.",CHAIR YELLEN.
7,"Moreover, even after the initial increase in the target funds rate, our policy is likely to remain highly accommodative to support continued progress toward our objectives of maximum employment and 2 percent inflation.",CHAIR YELLEN.
8,"I’ll come back to today’s policy decisions in a few moments, but first I would like to review economic developments and the outlook, which formed the basis for our policy decisions.",CHAIR YELLEN.
9,We have seen continued progress toward our objective of maximum employment.,CHAIR YELLEN.
10,"The pace of employment growth has remained strong, with job gains averaging nearly 290,000 per month over the past three months.",CHAIR YELLEN.
11,The unemployment rate was 5.5 percent in February; that’s three-tenths lower than the latest reading available at the time of our December meeting.,CHAIR YELLEN.
12,Broader measures of job market conditions—such as those counting individuals who want and are available to work but have not actively searched recently and people who are working part time but would rather work full time—have shown similar improvement.,CHAIR YELLEN.
13,"As we noted in our statement, slack in the labor market continues to diminish.",CHAIR YELLEN.
14,"Meanwhile, the labor force participation rate—the percentage of working-age Americans either working or seeking work—is lower than most estimates of its trend, and wage growth remains sluggish, suggesting that some cyclical weakness persists.",CHAIR YELLEN.
15,"So considerable progress clearly has been achieved, but room for further improvement in the labor market continues.",CHAIR YELLEN.
16,We continue to expect sufficient underlying strength in economic growth to support ongoing improvement in the labor market.,CHAIR YELLEN.
17,"After averaging about 2½ percent over 2014, growth of real gross domestic product appears to have slowed in the first quarter of this year, in part reflecting a moderation in household spending.",CHAIR YELLEN.
18,"In addition, the recovery in the housing sector remains subdued, and export growth looks to have weakened.",CHAIR YELLEN.
19,"Looking ahead, however, the Committee continues to expect a moderate pace of GDP growth, with robust job gains and lower energy prices supporting household spending.",CHAIR YELLEN.
20,"Inflation has declined further below our longer-run objective, largely reflecting the lower energy prices I just mentioned.",CHAIR YELLEN.
21,"Declining import prices have also restrained inflation, and in light of the recent appreciation of the dollar, will likely continue to do so in the months ahead.",CHAIR YELLEN.
22,"My colleagues and I continue to expect that as the effects of these transitory factors dissipate and as the labor market improves further, inflation will move gradually back toward our 2 percent objective over the medium term.",CHAIR YELLEN.
23,"In making this forecast, we are attentive to the low levels of market-based measures of inflation compensation.",CHAIR YELLEN.
24,"In contrast, survey-based measures of longer-term inflation expectations have remained stable.",CHAIR YELLEN.
25,The Committee will continue to monitor inflation developments carefully.,CHAIR YELLEN.
26,This assessment of the outlook is reflected in the individual economic projections submitted for this meeting by the FOMC participants.,CHAIR YELLEN.
27,"As always, each participant’s projections are conditioned on his or her own view of appropriate monetary policy.",CHAIR YELLEN.
28,The unemployment rate projections over the next few years and in the longer run are generally a bit lower than the December projections.,CHAIR YELLEN.
29,"At the end of this year, the central tendency for the unemployment rate stands at 5 to 5.2 percent, in line with participants’ estimates of the longer-run normal unemployment rate.",CHAIR YELLEN.
30,Committee participants generally see the unemployment rate declining a little further over the course of 2016 and 2017.,CHAIR YELLEN.
31,"For economic growth, participants generally reduced their projections since December, with many citing a weaker outlook for net exports.",CHAIR YELLEN.
32,"Nonetheless, the central tendency of the growth projections for this year and next, at 2.3 to 2.7 percent, remains somewhat above estimates of the longer-run normal growth rate.",CHAIR YELLEN.
33,"Finally, FOMC participants project inflation to be quite low this year, largely reflecting lower energy and import prices.",CHAIR YELLEN.
34,"The central tendency of the inflation projections for this year is now below 1 percent, down noticeably since December.",CHAIR YELLEN.
35,"As the transitory factors holding down inflation abate, the central tendency rebounds to 1.7 to 1.9 percent next year and rises to 1.9 to 2 percent in 2017.",CHAIR YELLEN.
36,"Returning to monetary policy, as I noted at the outset, the Committee reaffirmed its view that the current 0 to ¼ percent target range for the federal funds rate remains appropriate.",CHAIR YELLEN.
37,"But with economic conditions improving, and with further improvement expected in the months ahead, we have again modified our forward guidance.",CHAIR YELLEN.
38,"In December and January, the Committee judged that it could be patient in beginning to normalize the stance of monetary policy.",CHAIR YELLEN.
39,That meant that we considered it unlikely that economic conditions would warrant an increase in the target range for the federal funds rate for at least the next couple of FOMC meetings.,CHAIR YELLEN.
40,"While it is still the case that we consider it unlikely that economic conditions will warrant an increase in the target range at the April meeting, such an increase could be warranted at any later meeting, depending on how the economy evolves.",CHAIR YELLEN.
41,Let me emphasize again that today’s modification of the forward guidance should not be read as indicating that the Committee has decided on the timing of the initial increase in the target range for the federal funds rate.,CHAIR YELLEN.
42,"In particular, this change does not mean that an increase will necessarily occur in June, although we can’t rule that out.",CHAIR YELLEN.
43,"As we noted in our statement, the decision to raise the target range will depend on our assessment of realized and expected progress toward our objectives of maximum employment and 2 percent inflation.",CHAIR YELLEN.
44,"We continue to base that assessment on a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",CHAIR YELLEN.
45,We anticipate that it will be appropriate to raise the target range for the federal funds rate when the Committee has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term.,CHAIR YELLEN.
46,"Once we begin to remove policy accommodation, we continue to expect that—in the words of our statement—“even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.” This guidance is consistent with the paths for appropriate policy reported by FOMC participants.",CHAIR YELLEN.
47,"Compared with the projections made in December, most participants lowered their path for the federal funds rate, consistent with the downward revisions made to the projections for GDP growth and inflation as well as somewhat lower estimates of the longer-run normal unemployment rate.",CHAIR YELLEN.
48,The median projection for the federal funds rate is just below 2 percent in late 2016 and rises a bit above 3 percent in late 2017.,CHAIR YELLEN.
49,"The median projected rate in 2017 remains below the 3¾ percent or so projected by most participants as the rate’s longer-run value, even though the central tendency of the unemployment rate by that time is slightly below that of its estimated longer-run value, and the central tendency for inflation is close to our 2 percent objective.",CHAIR YELLEN.
50,Participants provide a number of explanations for the federal funds rate running below its normal longer-run level at that time.,CHAIR YELLEN.
51,"These include, in particular, the residual effects of the financial crisis, which are likely to continue to constrain spending and credit availability for some time.",CHAIR YELLEN.
52,"I would like to emphasize that these forecasts of the appropriate path of the federal funds rate are conditional on participants’ individual projections for economic output, inflation, and other factors.",CHAIR YELLEN.
53,But our actual policy actions over time will be data dependent.,CHAIR YELLEN.
54,"Accordingly, if the expansion proves to be more vigorous than currently anticipated and inflation moves higher than expected, then the appropriate path would likely follow a steeper and higher trajectory; conversely, if conditions were to prove weaker, then the appropriate trajectory would be lower and less steep.",CHAIR YELLEN.
55,"Finally, the Committee will continue its policy of reinvesting proceeds from maturing Treasury securities and principal payments from agency debt and mortgage-backed securities.",CHAIR YELLEN.
56,The Committee’s sizable holdings of longer-term securities should help maintain accommodative financial conditions and promote further progress toward our objectives.,CHAIR YELLEN.
57,Thank you.,CHAIR YELLEN.
58,Now I’d be happy to take your questions.,CHAIR YELLEN.
59,Howard Schneider with Reuters.,HOWARD SCHNEIDER.
60,"Hi, thank you.",HOWARD SCHNEIDER.
61,So there’s been this pretty consistent reference to expectations of above-trend growth over the last few months.,HOWARD SCHNEIDER.
62,"Now we’re seeing growth downgraded in the context of very explicit references to international and external conditions:  weak export growth, oil dragging down inflation, and your own comments now on the dollar.",HOWARD SCHNEIDER.
63,"So my question is, doesn’t this indicate that the Fed’s facing a tougher time—you know, kind of going it alone, decoupling from the rest of the world—than perhaps you expected last fall when this first started to be an issue?",HOWARD SCHNEIDER.
64,"Well, it looks like, from incoming data pertaining to the first quarter, that real GDP growth has declined somewhat below where it was for the last several quarters of last year.",CHAIR YELLEN.
65,And that’s really why the Committee indicated that growth has moderated somewhat.,CHAIR YELLEN.
66,There has been a slight downgrading of estimates of growth for this year.,CHAIR YELLEN.
67,You mentioned the dollar.,CHAIR YELLEN.
68,We noted that export growth has weakened.,CHAIR YELLEN.
69,Probably the strong dollar is one reason for that.,CHAIR YELLEN.
70,"On the other hand, the strength of the dollar also, in part, reflects the strength of the U.S. economy.",CHAIR YELLEN.
71,"The strength of the dollar is also one factor that, as I noted, is holding down import prices and, at least on a transitory basis at this point, pushing inflation down.",CHAIR YELLEN.
72,"So, we are taking account of international developments, including prospects for growth in our trade partners, in making the forecast we have here.",CHAIR YELLEN.
73,"Nevertheless, it is important to recognize that this is not a weak forecast.",CHAIR YELLEN.
74,"Taking everything into account, we continue to project above-trend growth.",CHAIR YELLEN.
75,We continue to project improvement in the labor market by the end of 2015.,CHAIR YELLEN.
76,"The central tendency of the participants is, they’re looking for an unemployment rate that will be down to 5.0 to 5.2, which is consistent with their estimates of its longer-run normal value.",CHAIR YELLEN.
77,"So, we do see considerable underlying strength in the U.S. economy.",CHAIR YELLEN.
78,"And, in spite of what looks like a weaker first quarter, we are projecting good performance for the economy.",CHAIR YELLEN.
79,"Marty Crutsinger, Associated Press.",MARTIN CRUTSINGER.
80,"The policy statement today talks about one of the prerequisites you’ll need to start raising rates is to be “reasonably confident” that inflation—your inflation target—will be met at 2 percent, but that is coming out at a time when you’ve lowered your forecast on inflation, what—which I would think would make you less confident about it.",MARTIN CRUTSINGER.
81,What is it going to take to make you “reasonably confident” about inflation?,MARTIN CRUTSINGER.
82,"So, I don’t have a mechanical answer for you.",CHAIR YELLEN.
83,"There is no single thing where I’d say, “We must see such-and-such in order to achieve that level of confidence.”  We will be looking at a wide array of data.",CHAIR YELLEN.
84,"Now, we’ve said that we also want to see continued improvement in the labor market.",CHAIR YELLEN.
85,"And a stronger labor market with less labor market slack is one factor that would tend to, certainly for me, increase my confidence that as slack diminishes, that inflation will move up over time.",CHAIR YELLEN.
86,"Other things I will be looking at—of course, the inflation data, but as we said, we expect inflation to remain quite low because of the depressing influence of energy price declines and the dollar.",CHAIR YELLEN.
87,"But we will be looking at the inflation data carefully to see if we can interpret, for example, low levels of inflation—if we see that, which we expect, as reflecting those influences.",CHAIR YELLEN.
88,We will be looking at wage growth.,CHAIR YELLEN.
89,We have not seen wage growth pick up.,CHAIR YELLEN.
90,"We may not see wage growth pick up, I wouldn’t say either that that is a precondition to raising rates.",CHAIR YELLEN.
91,"But if we did see wage growth pick up, that would be at least a symptom that inflation would likely move up over time.",CHAIR YELLEN.
92,We’ll be watching inflation expectations.,CHAIR YELLEN.
93,"Survey measures have been stable; I expect that to continue, but we will be watching it carefully.",CHAIR YELLEN.
94,And market-based measures of inflation compensation have fallen.,CHAIR YELLEN.
