,Sentences,Speaker
0,Good afternoon.,CHAIR YELLEN.
1,The Federal Open Market Committee concluded its June meeting earlier today.,CHAIR YELLEN.
2,"As was indicated in our policy statement, the Committee decided to make another modest reduction in the pace of its purchases of longer-term securities.",CHAIR YELLEN.
3,The Committee maintained its forward guidance regarding the federal funds rate target and reaffirmed its view that a highly accommodative stance of monetary policy remains appropriate.,CHAIR YELLEN.
4,Today’s policy actions reflect the Committee’s assessment that the economy is continuing to make progress toward our objectives of maximum employment and price stability.,CHAIR YELLEN.
5,"In the labor market, conditions have improved further.",CHAIR YELLEN.
6,"The unemployment rate, at 6.3 percent, is four-tenths lower than at the time of our March meeting, and the broader U-6 measure—which includes marginally attached workers and those working part time but preferring full-time work—has fallen by a similar amount.",CHAIR YELLEN.
7,"Even given these declines, however, unemployment remains elevated, and a broader assessment of indicators suggests that underutilization in the labor market remains significant.",CHAIR YELLEN.
8,"Although real GDP declined in the first quarter, this decline appears to have resulted mainly from transitory factors.",CHAIR YELLEN.
9,"Private domestic final demand—that is, spending by domestic households and businesses—continued to expand in the first quarter, and the limited set of indicators of spending and production in the second quarter have picked up.",CHAIR YELLEN.
10,The Committee thus believes that economic activity is rebounding in the current quarter and will continue to expand at a moderate pace thereafter.,CHAIR YELLEN.
11,"Overall, the Committee continues to see sufficient underlying strength in the economy to support ongoing improvement in the labor market.",CHAIR YELLEN.
12,"Inflation has continued to run below the Committee’s 2 percent objective, and the Committee remains mindful that inflation running persistently below its objective could pose risks to economic performance.",CHAIR YELLEN.
13,"Given that longer-term inflation expectations appear to be well anchored, and in light of the ongoing recovery in the United States and in many economies around the world, the Committee continues to expect inflation to move gradually back toward its objective.",CHAIR YELLEN.
14,The Committee will continue to assess incoming data carefully to ensure that policy is consistent with attaining the FOMC’s longer-run objectives of maximum employment and inflation of 2 percent.,CHAIR YELLEN.
15,This outlook is reflected in the individual economic projections submitted in conjunction with this meeting by the FOMC participants.,CHAIR YELLEN.
16,"As always, each participant’s projections are conditioned on his or her own views of appropriate monetary policy.",CHAIR YELLEN.
17,The central tendency of the unemployment rate projections is slightly lower than in the March projections and now stands at 6.0 to 6.1 percent at the end of this year.,CHAIR YELLEN.
18,"From there, Committee participants generally see the unemployment rate declining to its longer-run normal level by the end of 2016.",CHAIR YELLEN.
19,"The central tendency of the projections for real GDP growth is 2.1 to 2.3 percent for 2014, down notably from the March projections, largely because of the unexpected contraction in the first quarter.",CHAIR YELLEN.
